index,x,y,dx,dy
a-180x-180,-180,-180,1.8940001,1.29401
a-176.4x-180,-176.4,-180,1.877,1.27499
a-172.8x-180,-172.8,-180,1.86599,1.256
a-169.2x-180,-169.2,-180,1.86299,1.23801
a-165.6x-180,-165.6,-180,1.8609999,1.2209899
a-162x-180,-162,-180,1.8480099,1.205
a-158.4x-180,-158.4,-180,1.835,1.19099
a-154.8x-180,-154.8,-180,1.83101,1.17599
a-151.2x-180,-151.2,-180,1.83,1.16299
a-147.6x-180,-147.6,-180,1.82301,1.151
a-144x-180,-144,-180,1.8099999,1.14
a-140.4x-180,-140.4,-180,1.80199,1.12801
a-136.8x-180,-136.8,-180,1.80101,1.118
a-133.2x-180,-133.2,-180,1.799,1.10899
a-129.6x-180,-129.6,-180,1.788,1.10001
a-126x-180,-126,-180,1.778,1.092
a-122.4x-180,-122.4,-180,1.775,1.084
a-118.8x-180,-118.8,-180,1.775,1.0779999
a-115.2x-180,-115.2,-180,1.7690001,1.07201
a-111.6x-180,-111.6,-180,1.7589999,1.06599
a-108x-180,-108,-180,1.753,1.062
a-104.4x-180,-104.4,-180,1.752,1.05901
a-100.8x-180,-100.8,-180,1.7495,1.0570101
a-97.2x-180,-97.2,-180,1.7412,1.054
a-93.6x-180,-93.6,-180,1.7326,1.05299
a-90x-180,-90,-180,1.7289,1.058
a-86.4x-180,-86.4,-180,1.7278,1.0570101
a-82.8x-180,-82.8,-180,1.7223001,1.054
a-79.2x-180,-79.2,-180,1.7117,1.0470001
a-75.6x-180,-75.6,-180,1.704,1.054
a-72x-180,-72,-180,1.7017,1.0679899
a-68.4x-180,-68.4,-180,1.6992,1.069
a-64.8x-180,-64.8,-180,1.691,1.0679899
a-61.2x-180,-61.2,-180,1.6818,1.071
a-57.6x-180,-57.6,-180,1.6758,1.077
a-54x-180,-54,-180,1.6712,1.084
a-50.4x-180,-50.4,-180,1.6643,1.092
a-46.8x-180,-46.8,-180,1.6544,1.10001
a-43.2x-180,-43.2,-180,1.646,1.10899
a-39.6x-180,-39.6,-180,1.64,1.118
a-36x-180,-36,-180,1.6329,1.12801
a-32.4x-180,-32.4,-180,1.6227,1.13901
a-28.8x-180,-28.8,-180,1.6121,1.14999
a-25.2x-180,-25.2,-180,1.6034,1.1619999
a-21.6x-180,-21.6,-180,1.5954,1.174
a-18x-180,-18,-180,1.585,1.187
a-14.4x-180,-14.4,-180,1.5729001,1.201
a-10.8x-180,-10.8,-180,1.56129,1.216
a-7.2x-180,-7.2,-180,1.55059,1.233
a-3.6x-180,-3.6,-180,1.53848,1.25301
a0x-180,0,-180,1.5239201,1.2690001
a3.6x-180,3.6,-180,1.5086,1.289
a7.2x-180,7.2,-180,1.49366,1.304
a10.8x-180,10.8,-180,1.4784,1.326
a14.4x-180,14.4,-180,1.4604,1.351
a18x-180,18,-180,1.4433,1.36099
a21.6x-180,21.6,-180,1.4270999,1.382
a25.2x-180,25.2,-180,1.4093,1.40601
a28.8x-180,28.8,-180,1.3902,1.431
a32.4x-180,32.4,-180,1.3705,1.45399
a36x-180,36,-180,1.3499,1.476
a39.6x-180,39.6,-180,1.327,1.508
a43.2x-180,43.2,-180,1.303,1.521
a46.8x-180,46.8,-180,1.2786,1.543
a50.4x-180,50.4,-180,1.2517,1.564
a54x-180,54,-180,1.2276,1.61099
a57.6x-180,57.6,-180,1.2039,1.63
a61.2x-180,61.2,-180,1.1758,1.64999
a64.8x-180,64.8,-180,1.1454999,1.674
a68.4x-180,68.4,-180,1.1155,1.7079901
a72x-180,72,-180,1.084,1.737
a75.6x-180,75.6,-180,1.0523,1.76601
a79.2x-180,79.2,-180,1.0222,1.791
a82.8x-180,82.8,-180,0.990703,1.81599
a86.4x-180,86.4,-180,0.953203,1.842
a90x-180,90,-180,0.911201,1.869
a93.6x-180,93.6,-180,0.8702,1.897
a97.2x-180,97.2,-180,0.8326,1.925
a100.8x-180,100.8,-180,0.791003,1.952
a104.4x-180,104.4,-180,0.741998,1.979
a108x-180,108,-180,0.694,2.0050001
a111.6x-180,111.6,-180,0.651999,2.0310099
a115.2x-180,115.2,-180,0.608998,2.056
a118.8x-180,118.8,-180,0.557002,2.0799999
a122.4x-180,122.4,-180,0.503,2.105
a126x-180,126,-180,0.456001,2.12801
a129.6x-180,129.6,-180,0.411993,2.151
a133.2x-180,133.2,-180,0.359998,2.1719999
a136.8x-180,136.8,-180,0.302005,2.19099
a140.4x-180,140.4,-180,0.249002,2.2130001
a144x-180,144,-180,0.205002,2.2309999
a147.6x-180,147.6,-180,0.159003,2.25
a151.2x-180,151.2,-180,0.100003,2.2680099
a154.8x-180,154.8,-180,0.0430023,2.286
a158.4x-180,158.4,-180,-0.002005,2.3039999
a162x-180,162,-180,-0.0460052,2.3200099
a165.6x-180,165.6,-180,-0.101999,2.3370099
a169.2x-180,169.2,-180,-0.162006,2.3529999
a172.8x-180,172.8,-180,-0.210004,2.3699999
a176.4x-180,176.4,-180,-0.248007,2.38499
a-180x-176.4,-180,-176.4,1.8739901,1.267
a-176.4x-176.4,-176.4,-176.4,1.85799,1.24801
a-172.8x-176.4,-172.8,-176.4,1.847,1.22899
a-169.2x-176.4,-169.2,-176.4,1.846,1.212
a-165.6x-176.4,-165.6,-176.4,1.845,1.19601
a-162x-176.4,-162,-176.4,1.8329901,1.1799999
a-158.4x-176.4,-158.4,-176.4,1.82101,1.16601
a-154.8x-176.4,-154.8,-176.4,1.817,1.15101
a-151.2x-176.4,-151.2,-176.4,1.817,1.137
a-147.6x-176.4,-147.6,-176.4,1.811,1.12501
a-144x-176.4,-144,-176.4,1.798,1.113
a-140.4x-176.4,-140.4,-176.4,1.79101,1.102
a-136.8x-176.4,-136.8,-176.4,1.791,1.0909899
a-133.2x-176.4,-133.2,-176.4,1.79,1.08201
a-129.6x-176.4,-129.6,-176.4,1.78,1.072
a-126x-176.4,-126,-176.4,1.77,1.064
a-122.4x-176.4,-122.4,-176.4,1.768,1.057
a-118.8x-176.4,-118.8,-176.4,1.768,1.0499901
a-115.2x-176.4,-115.2,-176.4,1.7640001,1.04301
a-111.6x-176.4,-111.6,-176.4,1.7539999,1.038
a-108x-176.4,-108,-176.4,1.748,1.033
a-104.4x-176.4,-104.4,-176.4,1.748,1.031
a-100.8x-176.4,-100.8,-176.4,1.747,1.029
a-97.2x-176.4,-97.2,-176.4,1.7395,1.02601
a-93.6x-176.4,-93.6,-176.4,1.7314,1.025
a-90x-176.4,-90,-176.4,1.7283,1.0319999
a-86.4x-176.4,-86.4,-176.4,1.7282,1.031
a-82.8x-176.4,-82.8,-176.4,1.7236,1.02601
a-79.2x-176.4,-79.2,-176.4,1.7137001,1.017
a-75.6x-176.4,-75.6,-176.4,1.7067,1.02601
a-72x-176.4,-72,-176.4,1.7051001,1.04101
a-68.4x-176.4,-68.4,-176.4,1.7035,1.04301
a-64.8x-176.4,-64.8,-176.4,1.6961,1.04
a-61.2x-176.4,-61.2,-176.4,1.6875,1.0420001
a-57.6x-176.4,-57.6,-176.4,1.6822,1.04799
a-54x-176.4,-54,-176.4,1.6783,1.057
a-50.4x-176.4,-50.4,-176.4,1.6720999,1.066
a-46.8x-176.4,-46.8,-176.4,1.6629,1.073
a-43.2x-176.4,-43.2,-176.4,1.6551,1.08201
a-39.6x-176.4,-39.6,-176.4,1.6497999,1.09299
a-36x-176.4,-36,-176.4,1.6433001,1.103
a-32.4x-176.4,-32.4,-176.4,1.6339,1.114
a-28.8x-176.4,-28.8,-176.4,1.624,1.126
a-25.2x-176.4,-25.2,-176.4,1.6158,1.13801
a-21.6x-176.4,-21.6,-176.4,1.6082,1.15101
a-18x-176.4,-18,-176.4,1.5987999,1.165
a-14.4x-176.4,-14.4,-176.4,1.5872999,1.1799999
a-10.8x-176.4,-10.8,-176.4,1.57639,1.1950001
a-7.2x-176.4,-7.2,-176.4,1.5671999,1.212
a-3.6x-176.4,-3.6,-176.4,1.5554301,1.232
a0x-176.4,0,-176.4,1.54187,1.24599
a3.6x-176.4,3.6,-176.4,1.5272,1.267
a7.2x-176.4,7.2,-176.4,1.5132999,1.284
a10.8x-176.4,10.8,-176.4,1.4992,1.308
a14.4x-176.4,14.4,-176.4,1.4807,1.335
a18x-176.4,18,-176.4,1.4647,1.344
a21.6x-176.4,21.6,-176.4,1.4497,1.3660001
a25.2x-176.4,25.2,-176.4,1.4325,1.393
a28.8x-176.4,28.8,-176.4,1.4138,1.419
a32.4x-176.4,32.4,-176.4,1.3943,1.44201
a36x-176.4,36,-176.4,1.3746001,1.4659899
a39.6x-176.4,39.6,-176.4,1.3512,1.50001
a43.2x-176.4,43.2,-176.4,1.3264,1.512
a46.8x-176.4,46.8,-176.4,1.3045,1.53499
a50.4x-176.4,50.4,-176.4,1.2803,1.5599999
a54x-176.4,54,-176.4,1.255,1.609
a57.6x-176.4,57.6,-176.4,1.2294,1.63
a61.2x-176.4,61.2,-176.4,1.2018,1.652
a64.8x-176.4,64.8,-176.4,1.1727,1.676
a68.4x-176.4,68.4,-176.4,1.143,1.70901
a72x-176.4,72,-176.4,1.1119,1.74
a75.6x-176.4,75.6,-176.4,1.0799,1.768
a79.2x-176.4,79.2,-176.4,1.0496,1.795
a82.8x-176.4,82.8,-176.4,1.0184,1.822
a86.4x-176.4,86.4,-176.4,0.980997,1.851
a90x-176.4,90,-176.4,0.939499,1.8789999
a93.6x-176.4,93.6,-176.4,0.898497,1.908
a97.2x-176.4,97.2,-176.4,0.860501,1.936
a100.8x-176.4,100.8,-176.4,0.817996,1.965
a104.4x-176.4,104.4,-176.4,0.769998,1.992
a108x-176.4,108,-176.4,0.721001,2.02
a111.6x-176.4,111.6,-176.4,0.678,2.0469999
a115.2x-176.4,115.2,-176.4,0.634,2.073
a118.8x-176.4,118.8,-176.4,0.582004,2.098
a122.4x-176.4,122.4,-176.4,0.527002,2.122
a126x-176.4,126,-176.4,0.478996,2.1469901
a129.6x-176.4,129.6,-176.4,0.435004,2.1700001
a133.2x-176.4,133.2,-176.4,0.382001,2.1920099
a136.8x-176.4,136.8,-176.4,0.323001,2.2130001
a140.4x-176.4,140.4,-176.4,0.269006,2.234
a144x-176.4,144,-176.4,0.225006,2.2550001
a147.6x-176.4,147.6,-176.4,0.178,2.273
a151.2x-176.4,151.2,-176.4,0.119,2.2920001
a154.8x-176.4,154.8,-176.4,0.0600006,2.3099999
a158.4x-176.4,158.4,-176.4,0.0149933,2.3269999
a162x-176.4,162,-176.4,-0.029007,2.3440001
a165.6x-176.4,165.6,-176.4,-0.0850006,2.359
a169.2x-176.4,169.2,-176.4,-0.145999,2.37501
a172.8x-176.4,172.8,-176.4,-0.193997,2.3900101
a176.4x-176.4,176.4,-176.4,-0.232001,2.405
a-180x-172.8,-180,-172.8,1.854,1.227
a-176.4x-172.8,-176.4,-172.8,1.839,1.2079999
a-172.8x-172.8,-172.8,-172.8,1.83,1.1900001
a-169.2x-172.8,-169.2,-172.8,1.83,1.17399
a-165.6x-172.8,-165.6,-172.8,1.829,1.158
a-162x-172.8,-162,-172.8,1.8179899,1.142
a-158.4x-172.8,-158.4,-172.8,1.80601,1.127
a-154.8x-172.8,-154.8,-172.8,1.804,1.113
a-151.2x-172.8,-151.2,-172.8,1.804,1.1
a-147.6x-172.8,-147.6,-172.8,1.798,1.087
a-144x-172.8,-144,-172.8,1.7869999,1.074
a-140.4x-172.8,-140.4,-172.8,1.78,1.063
a-136.8x-172.8,-136.8,-172.8,1.781,1.052
a-133.2x-172.8,-133.2,-172.8,1.78,1.0420001
a-129.6x-172.8,-129.6,-172.8,1.771,1.0319901
a-126x-172.8,-126,-172.8,1.763,1.024
a-122.4x-172.8,-122.4,-172.8,1.761,1.016
a-118.8x-172.8,-118.8,-172.8,1.762,1.00799
a-115.2x-172.8,-115.2,-172.8,1.758,1.003
a-111.6x-172.8,-111.6,-172.8,1.749,0.997998
a-108x-172.8,-108,-172.8,1.744,0.992993
a-104.4x-172.8,-104.4,-172.8,1.745,0.988995
a-100.8x-172.8,-100.8,-172.8,1.7445,0.984998
a-97.2x-172.8,-97.2,-172.8,1.7379,0.982999
a-93.6x-172.8,-93.6,-172.8,1.7302999,0.981
a-90x-172.8,-90,-172.8,1.728,0.977002
a-86.4x-172.8,-86.4,-172.8,1.7286,0.977002
a-82.8x-172.8,-82.8,-172.8,1.7248,0.981
a-79.2x-172.8,-79.2,-172.8,1.7158,0.988004
a-75.6x-172.8,-75.6,-172.8,1.7096,0.986996
a-72x-172.8,-72,-172.8,1.7088,0.982999
a-68.4x-172.8,-68.4,-172.8,1.7079,0.988995
a-64.8x-172.8,-64.8,-172.8,1.7011,0.997998
a-61.2x-172.8,-61.2,-172.8,1.6934,1.005
a-57.6x-172.8,-57.6,-172.8,1.6887,1.01201
a-54x-172.8,-54,-172.8,1.6856,1.018
a-50.4x-172.8,-50.4,-172.8,1.6799999,1.02501
a-46.8x-172.8,-46.8,-172.8,1.6715,1.03399
a-43.2x-172.8,-43.2,-172.8,1.6645,1.043
a-39.6x-172.8,-39.6,-172.8,1.6599,1.05301
a-36x-172.8,-36,-172.8,1.6542,1.06401
a-32.4x-172.8,-32.4,-172.8,1.6454999,1.076
a-28.8x-172.8,-28.8,-172.8,1.6363,1.08799
a-25.2x-172.8,-25.2,-172.8,1.6288,1.1009901
a-21.6x-172.8,-21.6,-172.8,1.6217,1.115
a-18x-172.8,-18,-172.8,1.6129,1.1289901
a-14.4x-172.8,-14.4,-172.8,1.6021,1.14399
a-10.8x-172.8,-10.8,-172.8,1.59167,1.16
a-7.2x-172.8,-7.2,-172.8,1.58217,1.175
a-3.6x-172.8,-3.6,-172.8,1.57199,1.18901
a0x-172.8,0,-172.8,1.55992,1.2079999
a3.6x-172.8,3.6,-172.8,1.54724,1.225
a7.2x-172.8,7.2,-172.8,1.53413,1.24901
a10.8x-172.8,10.8,-172.8,1.52,1.26899
a14.4x-172.8,14.4,-172.8,1.5031,1.289
a18x-172.8,18,-172.8,1.4878,1.319
a21.6x-172.8,21.6,-172.8,1.473,1.3430001
a25.2x-172.8,25.2,-172.8,1.4564,1.367
a28.8x-172.8,28.8,-172.8,1.4382,1.391
a32.4x-172.8,32.4,-172.8,1.4191999,1.416
a36x-172.8,36,-172.8,1.3996,1.44301
a39.6x-172.8,39.6,-172.8,1.3767,1.46499
a43.2x-172.8,43.2,-172.8,1.3527,1.498
a46.8x-172.8,46.8,-172.8,1.332,1.527
a50.4x-172.8,50.4,-172.8,1.3097,1.55999
a54x-172.8,54,-172.8,1.2836,1.57699
a57.6x-172.8,57.6,-172.8,1.2573,1.612
a61.2x-172.8,61.2,-172.8,1.2296,1.64399
a64.8x-172.8,64.8,-172.8,1.2007,1.67399
a68.4x-172.8,68.4,-172.8,1.1712,1.6979899
a72x-172.8,72,-172.8,1.1406,1.7259901
a75.6x-172.8,75.6,-172.8,1.1091,1.7539901
a79.2x-172.8,79.2,-172.8,1.0786999,1.78599
a82.8x-172.8,82.8,-172.8,1.0474,1.81801
a86.4x-172.8,86.4,-172.8,1.0102,1.849
a90x-172.8,90,-172.8,0.968498,1.88
a93.6x-172.8,93.6,-172.8,0.927901,1.91099
a97.2x-172.8,97.2,-172.8,0.889699,1.94101
a100.8x-172.8,100.8,-172.8,0.847003,1.97
a104.4x-172.8,104.4,-172.8,0.797998,1.99901
a108x-172.8,108,-172.8,0.748001,2.0280001
a111.6x-172.8,111.6,-172.8,0.705,2.056
a115.2x-172.8,115.2,-172.8,0.660001,2.0840001
a118.8x-172.8,118.8,-172.8,0.607997,2.1099999
a122.4x-172.8,122.4,-172.8,0.552004,2.13501
a126x-172.8,126,-172.8,0.502998,2.1589899
a129.6x-172.8,129.6,-172.8,0.457999,2.1830001
a133.2x-172.8,133.2,-172.8,0.404996,2.207
a136.8x-172.8,136.8,-172.8,0.345004,2.2309999
a140.4x-172.8,140.4,-172.8,0.290002,2.2509999
a144x-172.8,144,-172.8,0.244995,2.27301
a147.6x-172.8,147.6,-172.8,0.196005,2.293
a151.2x-172.8,151.2,-172.8,0.137006,2.3110001
a154.8x-172.8,154.8,-172.8,0.078006,2.32901
a158.4x-172.8,158.4,-172.8,0.0320068,2.345
a162x-172.8,162,-172.8,-0.0130005,2.362
a165.6x-172.8,165.6,-172.8,-0.0700012,2.3759999
a169.2x-172.8,169.2,-172.8,-0.131,2.391
a172.8x-172.8,172.8,-172.8,-0.180005,2.405
a176.4x-172.8,176.4,-172.8,-0.217993,2.4189999
a-180x-169.2,-180,-169.2,1.8350101,1.191
a-176.4x-169.2,-176.4,-169.2,1.8200001,1.17301
a-172.8x-169.2,-172.8,-169.2,1.813,1.155
a-169.2x-169.2,-169.2,-169.2,1.814,1.138
a-165.6x-169.2,-165.6,-169.2,1.814,1.123
a-162x-169.2,-162,-169.2,1.80299,1.107
a-158.4x-169.2,-158.4,-169.2,1.7920001,1.092
a-154.8x-169.2,-154.8,-169.2,1.79001,1.079
a-151.2x-169.2,-151.2,-169.2,1.791,1.066
a-147.6x-169.2,-147.6,-169.2,1.786,1.0520101
a-144x-169.2,-144,-169.2,1.77499,1.039
a-140.4x-169.2,-140.4,-169.2,1.7690001,1.027
a-136.8x-169.2,-136.8,-169.2,1.77099,1.01599
a-133.2x-169.2,-133.2,-169.2,1.77001,1.00499
a-129.6x-169.2,-129.6,-169.2,1.762,0.996005
a-126x-169.2,-126,-169.2,1.7539999,0.987003
a-122.4x-169.2,-122.4,-169.2,1.753,0.979007
a-118.8x-169.2,-118.8,-169.2,1.755,0.972003
a-115.2x-169.2,-115.2,-169.2,1.752,0.966006
a-111.6x-169.2,-111.6,-169.2,1.744,0.959994
a-108x-169.2,-108,-169.2,1.74,0.955997
a-104.4x-169.2,-104.4,-169.2,1.742,0.95
a-100.8x-169.2,-100.8,-169.2,1.742,0.946002
a-97.2x-169.2,-97.2,-169.2,1.7362,0.944995
a-93.6x-169.2,-93.6,-169.2,1.7292,0.942996
a-90x-169.2,-90,-169.2,1.7276,0.933002
a-86.4x-169.2,-86.4,-169.2,1.729,0.933002
a-82.8x-169.2,-82.8,-169.2,1.7262,0.940997
a-79.2x-169.2,-79.2,-169.2,1.7180001,0.957004
a-75.6x-169.2,-75.6,-169.2,1.7124,0.951007
a-72x-169.2,-72,-169.2,1.7125,0.938998
a-68.4x-169.2,-68.4,-169.2,1.7127,0.946994
a-64.8x-169.2,-64.8,-169.2,1.7063,0.961002
a-61.2x-169.2,-61.2,-169.2,1.6993001,0.970996
a-57.6x-169.2,-57.6,-169.2,1.6954,0.976993
a-54x-169.2,-54,-169.2,1.6931,0.981998
a-50.4x-169.2,-50.4,-169.2,1.6884,0.989001
a-46.8x-169.2,-46.8,-169.2,1.6806,0.998004
a-43.2x-169.2,-43.2,-169.2,1.6743,1.008
a-39.6x-169.2,-39.6,-169.2,1.6703,1.017
a-36x-169.2,-36,-169.2,1.6654,1.02899
a-32.4x-169.2,-32.4,-169.2,1.6574,1.041
a-28.8x-169.2,-28.8,-169.2,1.6489,1.054
a-25.2x-169.2,-25.2,-169.2,1.642,1.067
a-21.6x-169.2,-21.6,-169.2,1.6357,1.081
a-18x-169.2,-18,-169.2,1.6276,1.096
a-14.4x-169.2,-14.4,-169.2,1.6174001,1.1109999
a-10.8x-169.2,-10.8,-169.2,1.60752,1.127
a-7.2x-169.2,-7.2,-169.2,1.59831,1.14099
a-3.6x-169.2,-3.6,-169.2,1.58928,1.15399
a0x-169.2,0,-169.2,1.57832,1.176
a3.6x-169.2,3.6,-169.2,1.56662,1.192
a7.2x-169.2,7.2,-169.2,1.5544,1.21601
a10.8x-169.2,10.8,-169.2,1.5407,1.233
a14.4x-169.2,14.4,-169.2,1.5276999,1.25
a18x-169.2,18,-169.2,1.5124,1.2920001
a21.6x-169.2,21.6,-169.2,1.4972,1.318
a25.2x-169.2,25.2,-169.2,1.4811,1.33901
a28.8x-169.2,28.8,-169.2,1.4636,1.362
a32.4x-169.2,32.4,-169.2,1.4453,1.3890001
a36x-169.2,36,-169.2,1.4255,1.418
a39.6x-169.2,39.6,-169.2,1.4037,1.43399
a43.2x-169.2,43.2,-169.2,1.3813,1.47901
a46.8x-169.2,46.8,-169.2,1.3602999,1.512
a50.4x-169.2,50.4,-169.2,1.3392,1.54599
a54x-169.2,54,-169.2,1.3144,1.55001
a57.6x-169.2,57.6,-169.2,1.2869,1.59
a61.2x-169.2,61.2,-169.2,1.2596,1.62799
a64.8x-169.2,64.8,-169.2,1.2296,1.663
a68.4x-169.2,68.4,-169.2,1.2004,1.68599
a72x-169.2,72,-169.2,1.1702,1.7130001
a75.6x-169.2,75.6,-169.2,1.1397001,1.74401
a79.2x-169.2,79.2,-169.2,1.1098,1.778
a82.8x-169.2,82.8,-169.2,1.0779999,1.81301
a86.4x-169.2,86.4,-169.2,1.0409,1.845
a90x-169.2,90,-169.2,0.999001,1.87599
a93.6x-169.2,93.6,-169.2,0.958403,1.90799
a97.2x-169.2,97.2,-169.2,0.919904,1.94001
a100.8x-169.2,100.8,-169.2,0.877002,1.971
a104.4x-169.2,104.4,-169.2,0.826997,2.0009899
a108x-169.2,108,-169.2,0.777,2.0309899
a111.6x-169.2,111.6,-169.2,0.733,2.0599999
a115.2x-169.2,115.2,-169.2,0.688001,2.08901
a118.8x-169.2,118.8,-169.2,0.633998,2.1159999
a122.4x-169.2,122.4,-169.2,0.577997,2.1429901
a126x-169.2,126,-169.2,0.528,2.168
a129.6x-169.2,129.6,-169.2,0.482001,2.1930001
a133.2x-169.2,133.2,-169.2,0.428006,2.2190001
a136.8x-169.2,136.8,-169.2,0.366,2.2420101
a140.4x-169.2,140.4,-169.2,0.310999,2.263
a144x-169.2,144,-169.2,0.264999,2.2839999
a147.6x-169.2,147.6,-169.2,0.215994,2.3039999
a151.2x-169.2,151.2,-169.2,0.154996,2.32199
a154.8x-169.2,154.8,-169.2,0.0950043,2.3399999
a158.4x-169.2,158.4,-169.2,0.047998,2.35601
a162x-169.2,162,-169.2,0.003006,2.372
a165.6x-169.2,165.6,-169.2,-0.0550018,2.3870001
a169.2x-169.2,169.2,-169.2,-0.117007,2.402
a172.8x-169.2,172.8,-169.2,-0.165997,2.414
a176.4x-169.2,176.4,-169.2,-0.204993,2.4270101
a-180x-165.6,-180,-165.6,1.81599,1.1670001
a-176.4x-165.6,-176.4,-165.6,1.803,1.149
a-172.8x-165.6,-172.8,-165.6,1.796,1.132
a-169.2x-165.6,-169.2,-165.6,1.79801,1.11601
a-165.6x-165.6,-165.6,-165.6,1.798,1.1
a-162x-165.6,-162,-165.6,1.7869999,1.085
a-158.4x-165.6,-158.4,-165.6,1.777,1.0700001
a-154.8x-165.6,-154.8,-165.6,1.776,1.0549999
a-151.2x-165.6,-151.2,-165.6,1.778,1.0420001
a-147.6x-165.6,-147.6,-165.6,1.773,1.02799
a-144x-165.6,-144,-165.6,1.76199,1.01499
a-140.4x-165.6,-140.4,-165.6,1.758,1.00401
a-136.8x-165.6,-136.8,-165.6,1.76001,0.991998
a-133.2x-165.6,-133.2,-165.6,1.76,0.982004
a-129.6x-165.6,-129.6,-165.6,1.753,0.971994
a-126x-165.6,-126,-165.6,1.7460001,0.963007
a-122.4x-165.6,-122.4,-165.6,1.745,0.954996
a-118.8x-165.6,-118.8,-165.6,1.748,0.948007
a-115.2x-165.6,-115.2,-165.6,1.7460001,0.941003
a-111.6x-165.6,-111.6,-165.6,1.739,0.935007
a-108x-165.6,-108,-165.6,1.7359999,0.930002
a-104.4x-165.6,-104.4,-165.6,1.738,0.926004
a-100.8x-165.6,-100.8,-165.6,1.7395,0.922998
a-97.2x-165.6,-97.2,-165.6,1.7345001,0.920999
a-93.6x-165.6,-93.6,-165.6,1.7286,0.919
a-90x-165.6,-90,-165.6,1.7277,0.920007
a-86.4x-165.6,-86.4,-165.6,1.7289,0.920007
a-82.8x-165.6,-82.8,-165.6,1.7263,0.919
a-79.2x-165.6,-79.2,-165.6,1.7201,0.919
a-75.6x-165.6,-75.6,-165.6,1.7172,0.922998
a-72x-165.6,-72,-165.6,1.7174,0.930002
a-68.4x-165.6,-68.4,-165.6,1.7165,0.934
a-64.8x-165.6,-64.8,-165.6,1.7111,0.937006
a-61.2x-165.6,-61.2,-165.6,1.705,0.943002
a-57.6x-165.6,-57.6,-165.6,1.7024,0.948999
a-54x-165.6,-54,-165.6,1.701,0.956995
a-50.4x-165.6,-50.4,-165.6,1.6971999,0.965997
a-46.8x-165.6,-46.8,-165.6,1.6902,0.976007
a-43.2x-165.6,-43.2,-165.6,1.6845,0.984995
a-39.6x-165.6,-39.6,-165.6,1.6813,0.995996
a-36x-165.6,-36,-165.6,1.6770999,1.007
a-32.4x-165.6,-32.4,-165.6,1.6698,1.0190099
a-28.8x-165.6,-28.8,-165.6,1.6619,1.03201
a-25.2x-165.6,-25.2,-165.6,1.6557,1.046
a-21.6x-165.6,-21.6,-165.6,1.6502,1.06001
a-18x-165.6,-18,-165.6,1.6428,1.0750099
a-14.4x-165.6,-14.4,-165.6,1.6332999,1.091
a-10.8x-165.6,-10.8,-165.6,1.62403,1.108
a-7.2x-165.6,-7.2,-165.6,1.61566,1.12499
a-3.6x-165.6,-3.6,-165.6,1.60744,1.1440099
a0x-165.6,0,-165.6,1.59741,1.163
a3.6x-165.6,3.6,-165.6,1.5863301,1.18299
a7.2x-165.6,7.2,-165.6,1.57476,1.20201
a10.8x-165.6,10.8,-165.6,1.5632,1.22399
a14.4x-165.6,14.4,-165.6,1.5515,1.247
a18x-165.6,18,-165.6,1.5373,1.27101
a21.6x-165.6,21.6,-165.6,1.5225,1.296
a25.2x-165.6,25.2,-165.6,1.5067,1.322
a28.8x-165.6,28.8,-165.6,1.4899,1.348
a32.4x-165.6,32.4,-165.6,1.4724,1.376
a36x-165.6,36,-165.6,1.4536,1.40299
a39.6x-165.6,39.6,-165.6,1.4317,1.43299
a43.2x-165.6,43.2,-165.6,1.4097,1.46099
a46.8x-165.6,46.8,-165.6,1.39,1.49101
a50.4x-165.6,50.4,-165.6,1.3704,1.52
a54x-165.6,54,-165.6,1.3465,1.55799
a57.6x-165.6,57.6,-165.6,1.3182,1.587
a61.2x-165.6,61.2,-165.6,1.2902,1.617
a64.8x-165.6,64.8,-165.6,1.2607,1.649
a68.4x-165.6,68.4,-165.6,1.232,1.684
a72x-165.6,72,-165.6,1.202,1.7180001
a75.6x-165.6,75.6,-165.6,1.1720001,1.75199
a79.2x-165.6,79.2,-165.6,1.1423,1.7840101
a82.8x-165.6,82.8,-165.6,1.1102,1.816
a86.4x-165.6,86.4,-165.6,1.0729001,1.848
a90x-165.6,90,-165.6,1.0311,1.88
a93.6x-165.6,93.6,-165.6,0.989897,1.913
a97.2x-165.6,97.2,-165.6,0.951497,1.9450001
a100.8x-165.6,100.8,-165.6,0.908,1.9780101
a104.4x-165.6,104.4,-165.6,0.858003,2.0109999
a108x-165.6,108,-165.6,0.807999,2.0409901
a111.6x-165.6,111.6,-165.6,0.761999,2.0709901
a115.2x-165.6,115.2,-165.6,0.716,2.0999999
a118.8x-165.6,118.8,-165.6,0.661998,2.12901
a122.4x-165.6,122.4,-165.6,0.604997,2.158
a126x-165.6,126,-165.6,0.553001,2.18501
a129.6x-165.6,129.6,-165.6,0.506003,2.21
a133.2x-165.6,133.2,-165.6,0.451993,2.2349899
a136.8x-165.6,136.8,-165.6,0.388995,2.2560101
a140.4x-165.6,140.4,-165.6,0.331995,2.27999
a144x-165.6,144,-165.6,0.285004,2.2980001
a147.6x-165.6,147.6,-165.6,0.235007,2.3180001
a151.2x-165.6,151.2,-165.6,0.173001,2.3369999
a154.8x-165.6,154.8,-165.6,0.112994,2.3540001
a158.4x-165.6,158.4,-165.6,0.0640045,2.3710001
a162x-165.6,162,-165.6,0.0180054,2.3859999
