index,x,y,dx,dy
a32.4x-140.4,32.4,-140.4,-12.998201,-7.9130005
a36x-140.4,36,-140.4,-12.7016983,-8.1899933
a39.6x-140.4,39.6,-140.4,-12.3947014,-8.4590057
a43.2x-140.4,43.2,-140.4,-12.0794991,-8.7119965
a46.8x-140.4,46.8,-140.4,-11.7527992,-8.9449982
a50.4x-140.4,50.4,-140.4,-11.4151016,-9.1680054
a54x-140.4,54,-140.4,-11.069397,-9.3850006
a57.6x-140.4,57.6,-140.4,-10.7171005,-9.5880035
a61.2x-140.4,61.2,-140.4,-10.3554962,-9.7760071
a64.8x-140.4,64.8,-140.4,-9.9881012,-9.9449982
a68.4x-140.4,68.4,-140.4,-9.6162964,-10.0929932
a72x-140.4,72,-140.4,-9.2363968,-10.2300018
a75.6x-140.4,75.6,-140.4,-8.850798,-10.3550018
a79.2x-140.4,79.2,-140.4,-8.4649017,-10.4650024
a82.8x-140.4,82.8,-140.4,-8.0746033,-10.5580048
a86.4x-140.4,86.4,-140.4,-7.6780029,-10.6339935
a90x-140.4,90,-140.4,-7.2795029,-10.6960052
a93.6x-140.4,93.6,-140.4,-6.8840012,-10.7430023
a97.2x-140.4,97.2,-140.4,-6.485997,-10.7760071
a100.8x-140.4,100.8,-140.4,-6.0850021,-10.7899994
a104.4x-140.4,104.4,-140.4,-5.6849991,-10.7899994
a108x-140.4,108,-140.4,-5.288002,-10.7730011
a111.6x-140.4,111.6,-140.4,-4.8950027,-10.7390045
a115.2x-140.4,115.2,-140.4,-4.5040024,-10.6890015
a118.8x-140.4,118.8,-140.4,-4.1150009,-10.620993
a122.4x-140.4,122.4,-140.4,-3.7340027,-10.5369934
a126x-140.4,126,-140.4,-3.3609924,-10.4359955
a129.6x-140.4,129.6,-140.4,-2.9930023,-10.3170074
a133.2x-140.4,133.2,-140.4,-2.6359985,-10.1819977
a136.8x-140.4,136.8,-140.4,-2.2890045,-10.0349945
a140.4x-140.4,140.4,-140.4,-1.952005,-9.8790039
a144x-140.4,144,-140.4,-1.6309967,-9.7029938
a147.6x-140.4,147.6,-140.4,-1.3290009,-9.5040039
a151.2x-140.4,151.2,-140.4,-1.0369995,-9.2950043
a154.8x-140.4,154.8,-140.4,-0.7540009,-9.0889954
a158.4x-140.4,158.4,-140.4,-0.4990021,-8.873999
a162x-140.4,162,-140.4,-0.2700043,-8.6449951
a165.6x-140.4,165.6,-140.4,-0.0459961,-8.4090027
a169.2x-140.4,169.2,-140.4,0.1649963,-8.1709961
a172.8x-140.4,172.8,-140.4,0.3399933,-7.9310059
a176.4x-140.4,176.4,-140.4,0.4919952,-7.6920074
a-180x-136.8,-180,-136.8,-7.9420013,6.298999
a-176.4x-136.8,-176.4,-136.8,-8.2049927,6.2579987
a-172.8x-136.8,-172.8,-136.8,-8.4719971,6.2099945
a-169.2x-136.8,-169.2,-136.8,-8.7350037,6.1550018
a-165.6x-136.8,-165.6,-136.8,-8.9959961,6.0910065
a-162x-136.8,-162,-136.8,-9.2550049,6.0179932
a-158.4x-136.8,-158.4,-136.8,-9.5130066,5.9369995
a-154.8x-136.8,-154.8,-136.8,-9.7680023,5.8569977
a-151.2x-136.8,-151.2,-136.8,-10.0200073,5.7579987
a-147.6x-136.8,-147.6,-136.8,-10.2660004,5.6620056
a-144x-136.8,-144,-136.8,-10.5090027,5.5560028
a-140.4x-136.8,-140.4,-136.8,-10.7500061,5.4350006
a-136.8x-136.8,-136.8,-136.8,-10.9880035,5.3130066
a-133.2x-136.8,-133.2,-136.8,-11.2210037,5.1940033
a-129.6x-136.8,-129.6,-136.8,-11.4509979,5.0609924
a-126x-136.8,-126,-136.8,-11.6719971,4.9449951
a-122.4x-136.8,-122.4,-136.8,-11.9090027,4.8970062
a-118.8x-136.8,-118.8,-136.8,-12.1550034,4.7189972
a-115.2x-136.8,-115.2,-136.8,-12.3800003,4.4830048
a-111.6x-136.8,-111.6,-136.8,-12.5960022,4.2970001
a-108x-136.8,-108,-136.8,-12.8066025,4.1210052
a-104.4x-136.8,-104.4,-136.8,-13.0108017,3.9400055
a-100.8x-136.8,-100.8,-136.8,-13.2076996,3.7540009
a-97.2x-136.8,-97.2,-136.8,-13.4011032,3.5609924
a-93.6x-136.8,-93.6,-136.8,-13.5919968,3.3600037
a-90x-136.8,-90,-136.8,-13.7798996,3.170993
a-86.4x-136.8,-86.4,-136.8,-13.9698013,2.8730042
a-82.8x-136.8,-82.8,-136.8,-14.1536987,2.6320068
a-79.2x-136.8,-79.2,-136.8,-14.3313019,2.4400055
a-75.6x-136.8,-75.6,-136.8,-14.4997002,2.2160065
a-72x-136.8,-72,-136.8,-14.6665001,1.9669983
a-68.4x-136.8,-68.4,-136.8,-14.8271011,1.7010071
a-64.8x-136.8,-64.8,-136.8,-14.9810989,1.423999
a-61.2x-136.8,-61.2,-136.8,-15.1277,1.1369965
a-57.6x-136.8,-57.6,-136.8,-15.2674995,0.8340027
a-54x-136.8,-54,-136.8,-15.3987007,0.5280029
a-50.4x-136.8,-50.4,-136.8,-15.5194992,0.2119934
a-46.8x-136.8,-46.8,-136.8,-15.6265991,-0.1339996
a-43.2x-136.8,-43.2,-136.8,-15.7193005,-0.4820068
a-39.6x-136.8,-39.6,-136.8,-15.7987,-0.8299988
a-36x-136.8,-36,-136.8,-15.8596992,-1.197995
a-32.4x-136.8,-32.4,-136.8,-15.9053005,-1.5749939
a-28.8x-136.8,-28.8,-136.8,-15.9289997,-1.9699982
a-25.2x-136.8,-25.2,-136.8,-15.9348604,-2.3599976
a-21.6x-136.8,-21.6,-136.8,-15.9200202,-2.7499969
a-18x-136.8,-18,-136.8,-15.8842199,-3.1480072
a-14.4x-136.8,-14.4,-136.8,-15.82758,-3.55
a-10.8x-136.8,-10.8,-136.8,-15.7491601,-3.9470032
a-7.2x-136.8,-7.2,-136.8,-15.65049,-4.3429993
a-3.6x-136.8,-3.6,-136.8,-15.5292002,-4.7470062
a0x-136.8,0,-136.8,-15.3879004,-5.1329926
a3.6x-136.8,3.6,-136.8,-15.2276005,-5.5109985
a7.2x-136.8,7.2,-136.8,-15.0472,-5.8930023
a10.8x-136.8,10.8,-136.8,-14.8473007,-6.2669952
a14.4x-136.8,14.4,-136.8,-14.6296993,-6.6179932
a18x-136.8,18,-136.8,-14.3964996,-6.9569977
a21.6x-136.8,21.6,-136.8,-14.1448997,-7.2920044
a25.2x-136.8,25.2,-136.8,-13.8784988,-7.6209991
a28.8x-136.8,28.8,-136.8,-13.5974991,-7.9380005
a32.4x-136.8,32.4,-136.8,-13.3066994,-8.2400024
a36x-136.8,36,-136.8,-12.9966011,-8.5299957
a39.6x-136.8,39.6,-136.8,-12.6747993,-8.8149994
a43.2x-136.8,43.2,-136.8,-12.3457993,-9.0850037
a46.8x-136.8,46.8,-136.8,-12.0056984,-9.3319977
a50.4x-136.8,50.4,-136.8,-11.6522995,-9.5600021
a54x-136.8,54,-136.8,-11.2926025,-9.7769974
a57.6x-136.8,57.6,-136.8,-10.9254974,-9.9839981
a61.2x-136.8,61.2,-136.8,-10.5488022,-10.1759995
a64.8x-136.8,64.8,-136.8,-10.1657974,-10.3540009
a68.4x-136.8,68.4,-136.8,-9.7781006,-10.511998
a72x-136.8,72,-136.8,-9.3826981,-10.6550034
a75.6x-136.8,75.6,-136.8,-8.9809021,-10.7860001
a79.2x-136.8,79.2,-136.8,-8.5792969,-10.9009979
a82.8x-136.8,82.8,-136.8,-8.1730988,-10.9989975
a86.4x-136.8,86.4,-136.8,-7.7593018,-11.0770004
a90x-136.8,90,-136.8,-7.3451004,-11.1349991
a93.6x-136.8,93.6,-136.8,-6.9319977,-11.1809967
a97.2x-136.8,97.2,-136.8,-6.5180023,-11.2110031
a100.8x-136.8,100.8,-136.8,-6.0990021,-11.2240036
a104.4x-136.8,104.4,-136.8,-5.6820007,-11.2199982
a108x-136.8,108,-136.8,-5.2679977,-11.2029999
a111.6x-136.8,111.6,-136.8,-4.8570007,-11.1669968
a115.2x-136.8,115.2,-136.8,-4.4480026,-11.1119965
a118.8x-136.8,118.8,-136.8,-4.0420029,-11.037999
a122.4x-136.8,122.4,-136.8,-3.6429993,-10.9470032
a126x-136.8,126,-136.8,-3.2519989,-10.8410004
a129.6x-136.8,129.6,-136.8,-2.8669952,-10.7120026
a133.2x-136.8,133.2,-136.8,-2.4929932,-10.5669983
a136.8x-136.8,136.8,-136.8,-2.1299927,-10.4100006
a140.4x-136.8,140.4,-136.8,-1.777002,-10.2410019
a144x-136.8,144,-136.8,-1.4409943,-10.0490005
a147.6x-136.8,147.6,-136.8,-1.1259979,-9.8370026
a151.2x-136.8,151.2,-136.8,-0.8209961,-9.614003
a154.8x-136.8,154.8,-136.8,-0.5269958,-9.3830002
a158.4x-136.8,158.4,-136.8,-0.2670074,-9.1389969
a162x-136.8,162,-136.8,-0.0310059,-8.886998
a165.6x-136.8,165.6,-136.8,0.198999,-8.6329926
a169.2x-136.8,169.2,-136.8,0.4120056,-8.3789948
a172.8x-136.8,172.8,-136.8,0.5850037,-8.1119965
a176.4x-136.8,176.4,-136.8,0.7359985,-7.8500031
a-180x-133.2,-180,-133.2,-7.9839935,6.5649994
a-176.4x-133.2,-176.4,-133.2,-8.2569946,6.5319946
a-172.8x-133.2,-172.8,-133.2,-8.5339935,6.4809998
a-169.2x-133.2,-169.2,-133.2,-8.8040039,6.4239929
a-165.6x-133.2,-165.6,-133.2,-9.073999,6.3599976
a-162x-133.2,-162,-133.2,-9.3419952,6.2859924
a-158.4x-133.2,-158.4,-133.2,-9.6079926,6.2069977
a-154.8x-133.2,-154.8,-133.2,-9.8720062,6.1150024
a-151.2x-133.2,-151.2,-133.2,-10.1309998,6.0189941
a-147.6x-133.2,-147.6,-133.2,-10.3839966,5.9130066
a-144x-133.2,-144,-133.2,-10.6340027,5.8039978
a-140.4x-133.2,-140.4,-133.2,-10.8810028,5.6899994
a-136.8x-133.2,-136.8,-133.2,-11.1259964,5.5649994
a-133.2x-133.2,-133.2,-133.2,-11.3650009,5.4340027
a-129.6x-133.2,-129.6,-133.2,-11.5990005,5.2989929
a-126x-133.2,-126,-133.2,-11.8310013,5.1630066
a-122.4x-133.2,-122.4,-133.2,-12.0750031,5.023999
a-118.8x-133.2,-118.8,-133.2,-12.338002,4.8690002
a-115.2x-133.2,-115.2,-133.2,-12.5679962,4.6880005
a-111.6x-133.2,-111.6,-133.2,-12.7846008,4.4999969
a-108x-133.2,-108,-133.2,-13.0014038,4.3220032
a-104.4x-133.2,-104.4,-133.2,-13.2117981,4.1339996
a-100.8x-133.2,-100.8,-133.2,-13.4171036,3.925
a-97.2x-133.2,-97.2,-133.2,-13.6162979,3.7230042
a-93.6x-133.2,-93.6,-133.2,-13.8116013,3.5220001
a-90x-133.2,-90,-133.2,-14.0100021,3.3070038
a-86.4x-133.2,-86.4,-133.2,-14.2014984,3.1130035
a-82.8x-133.2,-82.8,-133.2,-14.3998993,2.8800018
a-79.2x-133.2,-79.2,-133.2,-14.5848038,2.6269958
a-75.6x-133.2,-75.6,-133.2,-14.7640015,2.3780029
a-72x-133.2,-72,-133.2,-14.9406013,2.1220062
a-68.4x-133.2,-68.4,-133.2,-15.113501,1.852002
a-64.8x-133.2,-64.8,-133.2,-15.2803009,1.5590027
a-61.2x-133.2,-61.2,-133.2,-15.4400017,1.273999
a-57.6x-133.2,-57.6,-133.2,-15.5929008,0.9710052
a-54x-133.2,-54,-133.2,-15.7380981,0.6379974
a-50.4x-133.2,-50.4,-133.2,-15.8719009,0.3019989
a-46.8x-133.2,-46.8,-133.2,-15.9926994,-0.0470001
a-43.2x-133.2,-43.2,-133.2,-16.0981991,-0.4189941
a-39.6x-133.2,-39.6,-133.2,-16.1884991,-0.7870056
a-36x-133.2,-36,-133.2,-16.2607002,-1.1750061
a-32.4x-133.2,-32.4,-133.2,-16.3143009,-1.5670044
a-28.8x-133.2,-28.8,-133.2,-16.3465002,-1.9720032
a-25.2x-133.2,-25.2,-133.2,-16.35872,-2.3900024
a-21.6x-133.2,-21.6,-133.2,-16.3488198,-2.8049957
a-18x-133.2,-18,-133.2,-16.3158799,-3.2200043
a-14.4x-133.2,-14.4,-133.2,-16.26062,-3.647998
a-10.8x-133.2,-10.8,-133.2,-16.1810802,-4.075
a-7.2x-133.2,-7.2,-133.2,-16.0801403,-4.4960052
a-3.6x-133.2,-3.6,-133.2,-15.9546,-4.920993
a0x-133.2,0,-133.2,-15.8079004,-5.3399994
a3.6x-133.2,3.6,-133.2,-15.6402992,-5.7270004
a7.2x-133.2,7.2,-133.2,-15.4527004,-6.1160004
a10.8x-133.2,10.8,-133.2,-15.2435009,-6.5099976
a14.4x-133.2,14.4,-133.2,-15.0155006,-6.889003
a18x-133.2,18,-133.2,-14.770401,-7.2479965
a21.6x-133.2,21.6,-133.2,-14.5086998,-7.5939972
a25.2x-133.2,25.2,-133.2,-14.2285011,-7.9409973
a28.8x-133.2,28.8,-133.2,-13.9344017,-8.2759964
a32.4x-133.2,32.4,-133.2,-13.6289001,-8.5929977
a36x-133.2,36,-133.2,-13.3059006,-8.8969986
a39.6x-133.2,39.6,-133.2,-12.9690994,-9.1919968
a43.2x-133.2,43.2,-133.2,-12.6247986,-9.4710037
a46.8x-133.2,46.8,-133.2,-12.2699005,-9.7360031
a50.4x-133.2,50.4,-133.2,-11.901899,-9.9750015
a54x-133.2,54,-133.2,-11.5258026,-10.1909973
a57.6x-133.2,57.6,-133.2,-11.143103,-10.3989975
a61.2x-133.2,61.2,-133.2,-10.7505997,-10.5970032
a64.8x-133.2,64.8,-133.2,-10.3509018,-10.7830002
a68.4x-133.2,68.4,-133.2,-9.9470001,-10.9490005
a72x-133.2,72,-133.2,-9.5354004,-11.0990021
a75.6x-133.2,75.6,-133.2,-9.1164993,-11.2339966
a79.2x-133.2,79.2,-133.2,-8.6979034,-11.3539993
a82.8x-133.2,82.8,-133.2,-8.2753021,-11.4559967
a86.4x-133.2,86.4,-133.2,-7.8444,-11.5379974
a90x-133.2,90,-133.2,-7.4125977,-11.5980026
a93.6x-133.2,93.6,-133.2,-6.9820007,-11.6440002
a97.2x-133.2,97.2,-133.2,-6.55,-11.6729996
a100.8x-133.2,100.8,-133.2,-6.113002,-11.6840012
a104.4x-133.2,104.4,-133.2,-5.6770035,-11.6769974
a108x-133.2,108,-133.2,-5.2450027,-11.6589996
a111.6x-133.2,111.6,-133.2,-4.8150009,-11.6219971
a115.2x-133.2,115.2,-133.2,-4.386998,-11.562999
a118.8x-133.2,118.8,-133.2,-3.9610016,-11.4839966
a122.4x-133.2,122.4,-133.2,-3.5430008,-11.3880035
a126x-133.2,126,-133.2,-3.1329956,-11.2739975
a129.6x-133.2,129.6,-133.2,-2.7289948,-11.1380035
a133.2x-133.2,133.2,-133.2,-2.3379944,-10.9829971
a136.8x-133.2,136.8,-133.2,-1.9550049,-10.812999
a140.4x-133.2,140.4,-133.2,-1.5839935,-10.6229965
a144x-133.2,144,-133.2,-1.2330017,-10.411998
a147.6x-133.2,147.6,-133.2,-0.9039978,-10.1860001
a151.2x-133.2,151.2,-133.2,-0.5830048,-9.9490005
a154.8x-133.2,154.8,-133.2,-0.2780029,-9.6929962
a158.4x-133.2,158.4,-133.2,-0.0100037,-9.4170029
a162x-133.2,162,-133.2,0.2330017,-9.139003
a165.6x-133.2,165.6,-133.2,0.4699951,-8.8610031
a169.2x-133.2,169.2,-133.2,0.6830017,-8.5840027
a172.8x-133.2,172.8,-133.2,0.8549927,-8.2960007
a176.4x-133.2,176.4,-133.2,1.0060028,-8.0099976
a-180x-129.6,-180,-129.6,-8.029007,6.8360046
a-176.4x-129.6,-176.4,-129.6,-8.3109955,6.797995
a-172.8x-129.6,-172.8,-129.6,-8.5969971,6.748999
a-169.2x-129.6,-169.2,-129.6,-8.877002,6.6920074
a-165.6x-129.6,-165.6,-129.6,-9.1559998,6.627005
a-162x-129.6,-162,-129.6,-9.4320068,6.5529999
a-158.4x-129.6,-158.4,-129.6,-9.7070068,6.4720062
a-154.8x-129.6,-154.8,-129.6,-9.9799927,6.373999
a-151.2x-129.6,-151.2,-129.6,-10.248996,6.2809967
a-147.6x-129.6,-147.6,-129.6,-10.5080048,6.1689972
a-144x-129.6,-144,-129.6,-10.7640076,6.0529999
a-140.4x-129.6,-140.4,-129.6,-11.0179962,5.9390015
a-136.8x-129.6,-136.8,-129.6,-11.2690018,5.8149933
a-133.2x-129.6,-133.2,-129.6,-11.5130035,5.6749939
a-129.6x-129.6,-129.6,-129.6,-11.7529999,5.5390076
a-126x-129.6,-126,-129.6,-11.9919968,5.3620056
a-122.4x-129.6,-122.4,-129.6,-12.2420029,5.1050018
a-118.8x-129.6,-118.8,-129.6,-12.5289963,4.9800018
a-115.2x-129.6,-115.2,-129.6,-12.7589981,4.8949951
a-111.6x-129.6,-111.6,-129.6,-12.9788986,4.7339996
a-108x-129.6,-108,-129.6,-13.200798,4.5439972
a-104.4x-129.6,-104.4,-129.6,-13.4192032,4.3459991
a-100.8x-129.6,-100.8,-129.6,-13.6310013,4.1440033
a-97.2x-129.6,-97.2,-129.6,-13.8371994,3.9339966
a-93.6x-129.6,-93.6,-129.6,-14.0403,3.7170013
a-90x-129.6,-90,-129.6,-14.245697,3.472998
a-86.4x-129.6,-86.4,-129.6,-14.4458984,3.3199982
a-82.8x-129.6,-82.8,-129.6,-14.6453979,3.097998
a-79.2x-129.6,-79.2,-129.6,-14.8436996,2.8199982
a-75.6x-129.6,-75.6,-129.6,-15.0328003,2.5459961
a-72x-129.6,-72,-129.6,-15.2204018,2.2800049
a-68.4x-129.6,-68.4,-129.6,-15.4063019,2.0089935
a-64.8x-129.6,-64.8,-129.6,-15.5877007,1.7240051
a-61.2x-129.6,-61.2,-129.6,-15.7623016,1.4200043
a-57.6x-129.6,-57.6,-129.6,-15.9307991,1.1050018
a-54x-129.6,-54,-129.6,-16.0906982,0.7619995
a-50.4x-129.6,-50.4,-129.6,-16.2391991,0.4059967
a-46.8x-129.6,-46.8,-129.6,-16.3758991,0.0519928
a-43.2x-129.6,-43.2,-129.6,-16.4959995,-0.3310028
a-39.6x-129.6,-39.6,-129.6,-16.5997997,-0.7360016
a-36x-129.6,-36,-129.6,-16.6835003,-1.1449982
a-32.4x-129.6,-32.4,-129.6,-16.7473997,-1.5589996
a-28.8x-129.6,-28.8,-129.6,-16.7892998,-1.9769989
a-25.2x-129.6,-25.2,-129.6,-16.8082001,-2.4209991
a-21.6x-129.6,-21.6,-129.6,-16.8032599,-2.8669983
a-18x-129.6,-18,-129.6,-16.7732199,-3.3109985
a-14.4x-129.6,-14.4,-129.6,-16.71902,-3.7579971
a-10.8x-129.6,-10.8,-129.6,-16.6384399,-4.2139984
a-7.2x-129.6,-7.2,-129.6,-16.5350897,-4.6559998
a-3.6x-129.6,-3.6,-129.6,-16.4045998,-5.0909973
a0x-129.6,0,-129.6,-16.2527008,-5.5319992
a3.6x-129.6,3.6,-129.6,-16.0767006,-5.9550034
a7.2x-129.6,7.2,-129.6,-15.8800991,-6.3590027
a10.8x-129.6,10.8,-129.6,-15.6610004,-6.7669998
a14.4x-129.6,14.4,-129.6,-15.4218002,-7.1770035
a18x-129.6,18,-129.6,-15.1645012,-7.5660034
a21.6x-129.6,21.6,-129.6,-14.8902,-7.9349991
a25.2x-129.6,25.2,-129.6,-14.5966003,-8.2930008
a28.8x-129.6,28.8,-129.6,-14.2872002,-8.6419998
a32.4x-129.6,32.4,-129.6,-13.9666,-8.9769989
a36x-129.6,36,-129.6,-13.6304016,-9.2880035
a39.6x-129.6,39.6,-129.6,-13.2769989,-9.5840012
a43.2x-129.6,43.2,-129.6,-12.9161003,-9.8689972
a46.8x-129.6,46.8,-129.6,-12.5466988,-10.1449982
a50.4x-129.6,50.4,-129.6,-12.1616989,-10.3990036
a54x-129.6,54,-129.6,-11.7678986,-10.6240021
a57.6x-129.6,57.6,-129.6,-11.3692001,-10.837999
a61.2x-129.6,61.2,-129.6,-10.9604004,-11.0380035
a64.8x-129.6,64.8,-129.6,-10.5432007,-11.2289978
a68.4x-129.6,68.4,-129.6,-10.1218964,-11.4050003
a72x-129.6,72,-129.6,-9.6939011,-11.5629974
a75.6x-129.6,75.6,-129.6,-9.257399,-11.7009979
a79.2x-129.6,79.2,-129.6,-8.8214005,-11.8229996
a82.8x-129.6,82.8,-129.6,-8.3811981,-11.9280029
a86.4x-129.6,86.4,-129.6,-7.9320007,-12.0150009
a90x-129.6,90,-129.6,-7.4820023,-12.0840012
a93.6x-129.6,93.6,-129.6,-7.0330032,-12.1339966
a97.2x-129.6,97.2,-129.6,-6.5829971,-12.1670013
a100.8x-129.6,100.8,-129.6,-6.127002,-12.1800018
a104.4x-129.6,104.4,-129.6,-5.6709991,-12.1749969
a108x-129.6,108,-129.6,-5.2190018,-12.1530014
a111.6x-129.6,111.6,-129.6,-4.7679962,-12.112001
a115.2x-129.6,115.2,-129.6,-4.3210037,-12.0489975
a118.8x-129.6,118.8,-129.6,-3.8740036,-11.9649979
a122.4x-129.6,122.4,-129.6,-3.4359985,-11.862001
a126x-129.6,126,-129.6,-3.0050049,-11.7380005
a129.6x-129.6,129.6,-129.6,-2.5799927,-11.5940033
a133.2x-129.6,133.2,-129.6,-2.1679962,-11.4290024
a136.8x-129.6,136.8,-129.6,-1.7659943,-11.2429977
a140.4x-129.6,140.4,-129.6,-1.3749939,-11.0280014
a144x-129.6,144,-129.6,-1.0059967,-10.7959991
a147.6x-129.6,147.6,-129.6,-0.6599945,-10.5540024
a151.2x-129.6,151.2,-129.6,-0.322995,-10.297998
a154.8x-129.6,154.8,-129.6,-0.0040009,-10.0169998
a158.4x-129.6,158.4,-129.6,0.2710022,-9.712999
a162x-129.6,162,-129.6,0.5249939,-9.410997
a165.6x-129.6,165.6,-129.6,0.7679993,-9.1039978
a169.2x-129.6,169.2,-129.6,0.979007,-8.7910019
a172.8x-129.6,172.8,-129.6,1.1500061,-8.4789978
a176.4x-129.6,176.4,-129.6,1.301001,-8.1680008
a-180x-126,-180,-126,-8.0740051,7.1199951
a-176.4x-126,-176.4,-126,-8.3669952,7.0700073
a-172.8x-126,-172.8,-126,-8.6630066,7.0209961
a-169.2x-126,-169.2,-126,-8.953006,6.9620056
a-165.6x-126,-165.6,-126,-9.2410065,6.8939972
a-162x-126,-162,-126,-9.5269928,6.8200073
a-158.4x-126,-158.4,-126,-9.8129944,6.7310028
a-154.8x-126,-154.8,-126,-10.0940063,6.6340027
a-151.2x-126,-151.2,-126,-10.3710052,6.5310059
a-147.6x-126,-147.6,-126,-10.6390015,6.4199982
a-144x-126,-144,-126,-10.9019928,6.2969971
a-140.4x-126,-140.4,-126,-11.1630005,6.1620026
a-136.8x-126,-136.8,-126,-11.4190033,6.0310059
a-133.2x-126,-133.2,-126,-11.6680023,5.897995
a-129.6x-126,-129.6,-126,-11.9119965,5.7570038
a-126x-126,-126,-126,-12.1549988,5.6100006
a-122.4x-126,-122.4,-126,-12.4159988,5.4380035
a-118.8x-126,-118.8,-126,-12.6970032,5.2669983
a-115.2x-126,-115.2,-126,-12.9490005,5.1119995
a-111.6x-126,-111.6,-126,-13.1781021,4.9459991
a-108x-126,-108,-126,-13.4079971,4.753006
a-104.4x-126,-104.4,-126,-13.6329025,4.5610046
a-100.8x-126,-100.8,-126,-13.8509033,4.3690033
a-97.2x-126,-97.2,-126,-14.0635025,4.1600037
a-93.6x-126,-93.6,-126,-14.2756973,3.9290009
a-90x-126,-90,-126,-14.4835968,3.6900024
a-86.4x-126,-86.4,-126,-14.6942963,3.451004
a-82.8x-126,-82.8,-126,-14.9013031,3.2169952
a-79.2x-126,-79.2,-126,-15.1056015,2.9790039
a-75.6x-126,-75.6,-126,-15.3052002,2.7259979
a-72x-126,-72,-126,-15.5059013,2.4579926
a-68.4x-126,-68.4,-126,-15.7056984,2.1809998
a-64.8x-126,-64.8,-126,-15.9032982,1.8980026
a-61.2x-126,-61.2,-126,-16.0950996,1.5749969
a-57.6x-126,-57.6,-126,-16.2809998,1.2419968
a-54x-126,-54,-126,-16.4581985,0.9059982
a-50.4x-126,-50.4,-126,-16.6246017,0.538002
a-46.8x-126,-46.8,-126,-16.7783001,0.1559982
a-43.2x-126,-43.2,-126,-16.9148991,-0.2369995
a-39.6x-126,-39.6,-126,-17.0347,-0.6640015
a-36x-126,-36,-126,-17.1308994,-1.0960007
a-32.4x-126,-32.4,-126,-17.2073997,-1.5459976
a-28.8x-126,-28.8,-126,-17.2595003,-1.9960022
a-25.2x-126,-25.2,-126,-17.2864902,-2.4560013
a-21.6x-126,-21.6,-126,-17.2879702,-2.9309998
a-18x-126,-18,-126,-17.261123,-3.4110031
a-14.4x-126,-14.4,-126,-17.20777,-3.8789978
a-10.8x-126,-10.8,-126,-17.1255701,-4.3529968
a-7.2x-126,-7.2,-126,-17.0181295,-4.8190002
a-3.6x-126,-3.6,-126,-16.8825003,-5.2710037
a0x-126,0,-126,-16.7238998,-5.7389984
a3.6x-126,3.6,-126,-16.5390991,-6.2009964
a7.2x-126,7.2,-126,-16.3323009,-6.6360016
a10.8x-126,10.8,-126,-16.1023991,-7.0589981
a14.4x-126,14.4,-126,-15.8506008,-7.4869995
a18x-126,18,-126,-15.5800018,-7.9020004
a21.6x-126,21.6,-126,-15.291201,-8.2939987
a25.2x-126,25.2,-126,-14.9837006,-8.6650009
a28.8x-126,28.8,-126,-14.6575005,-9.0230026
a32.4x-126,32.4,-126,-14.3210999,-9.3730011
a36x-126,36,-126,-13.969101,-9.6959991
a39.6x-126,39.6,-126,-13.6000999,-9.9950027
a43.2x-126,43.2,-126,-13.2213982,-10.2870026
a46.8x-126,46.8,-126,-12.8352005,-10.5719986
a50.4x-126,50.4,-126,-12.4334999,-10.8399963
a54x-126,54,-126,-12.0207977,-11.0810013
a57.6x-126,57.6,-126,-11.6043991,-11.3050003
a61.2x-126,61.2,-126,-11.1785019,-11.5110016
a64.8x-126,64.8,-126,-10.7431976,-11.7040024
a68.4x-126,68.4,-126,-10.3041016,-11.8850021
a72x-126,72,-126,-9.8585968,-12.0490036
a75.6x-126,75.6,-126,-9.4046005,-12.1910019
a79.2x-126,79.2,-126,-8.9496964,-12.3160019
a82.8x-126,82.8,-126,-8.4914963,-12.4250031
a86.4x-126,86.4,-126,-8.0243011,-12.5189972
a90x-126,90,-126,-7.5548019,-12.5950012
a93.6x-126,93.6,-126,-7.085997,-12.6490021
a97.2x-126,97.2,-126,-6.6160019,-12.6839981
a100.8x-126,100.8,-126,-6.1400024,-12.6999969
a104.4x-126,104.4,-126,-5.664003,-12.6969986
a108x-126,108,-126,-5.1900024,-12.6709976
a111.6x-126,111.6,-126,-4.7190002,-12.6259995
a115.2x-126,115.2,-126,-4.2499969,-12.560997
a118.8x-126,118.8,-126,-3.7800018,-12.4749985
a122.4x-126,122.4,-126,-3.3200012,-12.3690033
a126x-126,126,-126,-2.8659973,-12.2340012
a129.6x-126,129.6,-126,-2.4189972,-12.0820007
a133.2x-126,133.2,-126,-1.9840057,-11.9049988
a136.8x-126,136.8,-126,-1.5589935,-11.7020035
a140.4x-126,140.4,-126,-1.1449982,-11.4649963
a144x-126,144,-126,-0.7570038,-11.2129974
a147.6x-126,147.6,-126,-0.3909973,-10.9489975
a151.2x-126,151.2,-126,-0.0350006,-10.663002
a154.8x-126,154.8,-126,0.296994,-10.3539963
a158.4x-126,158.4,-126,0.5840057,-10.0319977
a162x-126,162,-126,0.848999,-9.7009964
a165.6x-126,165.6,-126,1.096994,-9.3600006
a169.2x-126,169.2,-126,1.3060028,-9.0039978
a172.8x-126,172.8,-126,1.4759949,-8.6640015
a176.4x-126,176.4,-126,1.6259979,-8.3249969
a-180x-122.4,-180,-122.4,-8.121994,7.4159943
