FID,index,x,y,dx,dy,,
4327,a-82.8x-25.2,-82.8,-25.2,-50.9510002,-60.1063004,-31.8489998,34.9063004
4328,a-79.2x-25.2,-79.2,-25.2,-43.2402,-59.4788017,-35.9598,34.2788017
4329,a-75.6x-25.2,-75.6,-25.2,-35.0861015,-58.1199989,-40.5138985,32.9199989
4330,a-72x-25.2,-72,-25.2,-27.4165001,-55.4043007,-44.5834999,30.2043007
4331,a-68.4x-25.2,-68.4,-25.2,-24.1599998,-52.2946014,-44.2400002,27.0946014
4332,a-64.8x-25.2,-64.8,-25.2,-22.9797993,-51.0152016,-41.8202007,25.8152016
4333,a-61.2x-25.2,-61.2,-25.2,-22.2000999,-50.0546989,-38.9999001,24.8546989
4334,a-57.6x-25.2,-57.6,-25.2,-21.1382008,-49.0265007,-36.4617992,23.8265007
4335,a-54x-25.2,-54,-25.2,-20.2500992,-48.009201,-33.7499008,22.809201
4336,a-50.4x-25.2,-50.4,-25.2,-19.2791004,-47.2416,-31.1208996,22.0416
4337,a-46.8x-25.2,-46.8,-25.2,-16.6961994,-46.0191002,-30.1038006,20.8191002
4338,a-43.2x-25.2,-43.2,-25.2,-13.1450005,-44.6874008,-30.0549995,19.4874008
4339,a-39.6x-25.2,-39.6,-25.2,-8.4312897,-44.3246994,-31.1687103,19.1246994
4340,a-36x-25.2,-36,-25.2,-2.96278,-43.5005989,-33.03722,18.3005989
4341,a-32.4x-25.2,-32.4,-25.2,2.17906,-42.2229996,-34.57906,17.0229996
4342,a-28.8x-25.2,-28.8,-25.2,7.0280199,-40.7151985,-35.8280199,15.5151985
4343,a-25.2x-25.2,-25.2,-25.2,11.6035004,-39.0942993,-36.8035004,13.8942993
4344,a-21.6x-25.2,-21.6,-25.2,15.9399004,-37.4040985,-37.5399004,12.2040985
4345,a-18x-25.2,-18,-25.2,20.0737,-35.7131996,-38.0737,10.5131996
4346,a-14.4x-25.2,-14.4,-25.2,24.0552998,-34.0097008,-38.4552998,8.8097008
4347,a-10.8x-25.2,-10.8,-25.2,27.9092007,-32.2823982,-38.7092007,7.0823982
4348,a-7.2x-25.2,-7.2,-25.2,31.6646004,-30.5284004,-38.8646004,5.3284004
4349,a-3.6x-25.2,-3.6,-25.2,35.3479996,-28.6828995,-38.9479996,3.4828995
4350,a0x-25.2,0,-25.2,38.9925995,-26.7618999,-38.9925995,1.5618999
4351,a3.6x-25.2,3.6,-25.2,42.6497002,-24.6396008,-39.0497002,-0.5603992
4352,a7.2x-25.2,7.2,-25.2,46.4413986,-22.1718998,-39.2413986,-3.0281002
4353,a10.8x-25.2,10.8,-25.2,50.6416016,-19.1657009,-39.8416016,-6.0342991
4354,a14.4x-25.2,14.4,-25.2,53.8801003,-15.9518003,-39.4801003,-9.2481997
4355,a18x-25.2,18,-25.2,54.5181999,-14.8174,-36.5181999,-10.3826
4356,a21.6x-25.2,21.6,-25.2,54.782299,-14.2733002,-33.182299,-10.9266998
4357,a25.2x-25.2,25.2,-25.2,54.9243011,-13.7505999,-29.7243011,-11.4494001
4358,a28.8x-25.2,28.8,-25.2,55.1383018,-13.1336002,-26.3383018,-12.0663998
4359,a32.4x-25.2,32.4,-25.2,55.4095993,-12.6294003,-23.0095993,-12.5705997
4360,a36x-25.2,36,-25.2,56.5686989,-13.5369997,-20.5686989,-11.6630003
4361,a39.6x-25.2,39.6,-25.2,59.6421013,-15.2518997,-20.0421013,-9.9481003
4362,a43.2x-25.2,43.2,-25.2,62.3053017,-15.4850998,-19.1053017,-9.7149002
4363,a46.8x-25.2,46.8,-25.2,63.9726982,-16.0037003,-17.1726982,-9.1962997
4364,a50.4x-25.2,50.4,-25.2,66.8398972,-17.7744999,-16.4398972,-7.4255001
4365,a54x-25.2,54,-25.2,69.8691025,-18.8211994,-15.8691025,-6.3788006
4366,a57.6x-25.2,57.6,-25.2,72.9375992,-19.4853992,-15.3375992,-5.7146008
4367,a61.2x-25.2,61.2,-25.2,75.930397,-19.9144001,-14.730397,-5.2855999
4368,a64.8x-25.2,64.8,-25.2,78.9423981,-20.2129002,-14.1423981,-4.9870998
4369,a68.4x-25.2,68.4,-25.2,81.9599991,-20.4200993,-13.5599991,-4.7799007
4370,a72x-25.2,72,-25.2,84.928299,-20.5830994,-12.928299,-4.6169006
4371,a75.6x-25.2,75.6,-25.2,87.9385986,-20.7220993,-12.3385986,-4.4779007
4372,a79.2x-25.2,79.2,-25.2,90.9630966,-20.8369999,-11.7630966,-4.3630001
4373,a82.8x-25.2,82.8,-25.2,93.9469986,-20.9351997,-11.1469986,-4.2648003
4374,a86.4x-25.2,86.4,-25.2,96.9871979,-21.0286999,-10.5871979,-4.1713001
4375,a90x-25.2,90,-25.2,100.0540009,-21.1291008,-10.0540009,-4.0708992
4376,a93.6x-25.2,93.6,-25.2,103.1269989,-21.2439003,-9.5269989,-3.9560997
4377,a97.2x-25.2,97.2,-25.2,106.288002,-21.3796005,-9.088002,-3.8203995
4378,a100.8x-25.2,100.8,-25.2,109.5530014,-21.5513,-8.7530014,-3.6487
4379,a104.4x-25.2,104.4,-25.2,112.9700012,-21.7982998,-8.5700012,-3.4017002
4380,a108x-25.2,108,-25.2,116.7799988,-22.1651001,-8.7799988,-3.0348999
4381,a111.6x-25.2,111.6,-25.2,121.9059982,-22.7931995,-10.3059982,-2.4068005
4382,a115.2x-25.2,115.2,-25.2,126.3669968,-23.1903,-11.1669968,-2.0097
4383,a118.8x-25.2,118.8,-25.2,127.4940033,-23.1438999,-8.6940033,-2.0561001
4384,a122.4x-25.2,122.4,-25.2,128.3899994,-23.0118008,-5.9899994,-2.1881992
4385,a126x-25.2,126,-25.2,129.647995,-22.6739998,-3.647995,-2.5260002
4386,a129.6x-25.2,129.6,-25.2,130.7380066,-22.4510994,-1.1380066,-2.7489006
4387,a133.2x-25.2,133.2,-25.2,132.2519989,-23.0284996,0.9480011,-2.1715004
4388,a136.8x-25.2,136.8,-25.2,133.977005,-23.5946999,2.822995,-1.6053001
4389,a140.4x-25.2,140.4,-25.2,134.5130005,-23.8167,5.8869995,-1.3833
4390,a144x-25.2,144,-25.2,135.5249939,-24.5307007,8.4750061,-0.6692993
4391,a147.6x-25.2,147.6,-25.2,136.3639984,-25.1529007,11.2360016,-0.0470993
4392,a151.2x-25.2,151.2,-25.2,137.776001,-25.5986004,13.423999,0.3986004
4393,a154.8x-25.2,154.8,-25.2,143.3379974,-25.1191006,11.4620026,-0.0808994
4394,a158.4x-25.2,158.4,-25.2,148.5480042,-25.0084991,9.8519958,-0.1915009
4395,a162x-25.2,162,-25.2,152.9819946,-25.0174999,9.0180054,-0.1825001
4396,a165.6x-25.2,165.6,-25.2,157.048996,-25.0447998,8.551004,-0.1552002
4397,a169.2x-25.2,169.2,-25.2,160.9839935,-25.1819,8.2160065,-0.0181
4398,a172.8x-25.2,172.8,-25.2,164.8609924,-25.2681007,7.9390076,0.0681007
4399,a176.4x-25.2,176.4,-25.2,168.6880035,-25.2833004,7.7119965,0.0833004
4400,a-180x-21.6,-180,-21.6,-182.5249939,-39.1458015,2.5249939,17.5458015
4401,a-176.4x-21.6,-176.4,-21.6,-178.7929993,-39.9547005,2.3929993,18.3547005
4402,a-172.8x-21.6,-172.8,-21.6,-175.0149994,-40.7910995,2.2149994,19.1910995
4403,a-169.2x-21.6,-169.2,-21.6,-171.1809998,-41.6856995,1.9809998,20.0856995
4404,a-165.6x-21.6,-165.6,-21.6,-167.2910004,-42.5928001,1.6910004,20.9928001
4405,a-162x-21.6,-162,-21.6,-163.3419952,-43.5320015,1.3419952,21.9320015
4406,a-158.4x-21.6,-158.4,-21.6,-159.3289948,-44.4849014,0.9289948,22.8849014
4407,a-154.8x-21.6,-154.8,-21.6,-155.2449951,-45.471199,0.4449951,23.871199
4408,a-151.2x-21.6,-151.2,-21.6,-151.0980072,-46.4655991,-0.1019928,24.8655991
4409,a-147.6x-21.6,-147.6,-21.6,-146.8809967,-47.4786987,-0.7190033,25.8786987
4410,a-144x-21.6,-144,-21.6,-142.5789948,-48.4933014,-1.4210052,26.8933014
4411,a-140.4x-21.6,-140.4,-21.6,-138.1809998,-49.5236015,-2.2190002,27.9236015
4412,a-136.8x-21.6,-136.8,-21.6,-133.6940002,-50.5315018,-3.1059998,28.9315018
4413,a-133.2x-21.6,-133.2,-21.6,-129.1069946,-51.5200005,-4.0930054,29.9200005
4414,a-129.6x-21.6,-129.6,-21.6,-124.4199982,-52.4812012,-5.1800018,30.8812012
4415,a-126x-21.6,-126,-21.6,-119.6029968,-53.4529991,-6.3970032,31.8529991
4416,a-122.4x-21.6,-122.4,-21.6,-114.5459976,-54.2453995,-7.8540024,32.6453995
4417,a-118.8x-21.6,-118.8,-21.6,-109.1650009,-54.9453011,-9.6349991,33.3453011
4418,a-115.2x-21.6,-115.2,-21.6,-104.0250015,-55.6222992,-11.1749985,34.0222992
4419,a-111.6x-21.6,-111.6,-21.6,-98.8834991,-56.2248993,-12.7165009,34.6248993
4420,a-108x-21.6,-108,-21.6,-93.5978012,-56.7785988,-14.4021988,35.1785988
4421,a-104.4x-21.6,-104.4,-21.6,-88.1998978,-57.2495003,-16.2001022,35.6495003
4422,a-100.8x-21.6,-100.8,-21.6,-82.6576004,-57.6090012,-18.1423996,36.0090012
4423,a-97.2x-21.6,-97.2,-21.6,-76.9592972,-57.9771996,-20.2407028,36.3771996
4424,a-93.6x-21.6,-93.6,-21.6,-71.0042038,-58.2661018,-22.5957962,36.6661018
4425,a-90x-21.6,-90,-21.6,-64.6104965,-58.5223999,-25.3895035,36.9223999
4426,a-86.4x-21.6,-86.4,-21.6,-57.6416016,-58.6124992,-28.7583984,37.0124992
4427,a-82.8x-21.6,-82.8,-21.6,-49.9695015,-58.4160995,-32.8304985,36.8160995
4428,a-79.2x-21.6,-79.2,-21.6,-41.5926018,-57.7146988,-37.6073982,36.1146988
4429,a-75.6x-21.6,-75.6,-21.6,-32.6671982,-56.0508995,-42.9328018,34.4508995
4430,a-72x-21.6,-72,-21.6,-24.4944,-52.0867004,-47.5056,30.4867004
4431,a-68.4x-21.6,-68.4,-21.6,-22.0608006,-49.6680984,-46.3391994,28.0680984
4432,a-64.8x-21.6,-64.8,-21.6,-21.2618008,-49.0596008,-43.5381992,27.4596008
4433,a-61.2x-21.6,-61.2,-21.6,-20.5650005,-48.3338013,-40.6349995,26.7338013
4434,a-57.6x-21.6,-57.6,-21.6,-20.1797009,-47.7929001,-37.4202991,26.1929001
4435,a-54x-21.6,-54,-21.6,-19.3742008,-47.2215004,-34.6257992,25.6215004
4436,a-50.4x-21.6,-50.4,-21.6,-17.5412998,-46.3263016,-32.8587002,24.7263016
4437,a-46.8x-21.6,-46.8,-21.6,-15.6701002,-45.0284004,-31.1298998,23.4284004
4438,a-43.2x-21.6,-43.2,-21.6,-13.2042999,-43.5437012,-29.9957001,21.9437012
4439,a-39.6x-21.6,-39.6,-21.6,-9.1902704,-42.5360985,-30.4097296,20.9360985
4440,a-36x-21.6,-36,-21.6,-2.52953,-41.0882988,-33.47047,19.4882988
4441,a-32.4x-21.6,-32.4,-21.6,3.1784699,-39.4169006,-35.5784699,17.8169006
4442,a-28.8x-21.6,-28.8,-21.6,8.3006296,-37.5727997,-37.1006296,15.9727997
4443,a-25.2x-21.6,-25.2,-21.6,13.0120001,-35.6708984,-38.2120001,14.0708984
4444,a-21.6x-21.6,-21.6,-21.6,17.4239006,-33.7617989,-39.0239006,12.1617989
4445,a-18x-21.6,-18,-21.6,21.6117001,-31.8787003,-39.6117001,10.2787003
4446,a-14.4x-21.6,-14.4,-21.6,25.6294994,-30.0030003,-40.0294994,8.4030003
4447,a-10.8x-21.6,-10.8,-21.6,29.5046005,-28.1362,-40.3046005,6.5362
4448,a-7.2x-21.6,-7.2,-21.6,33.2868996,-26.2665005,-40.4868996,4.6665005
4449,a-3.6x-21.6,-3.6,-21.6,37.0172997,-24.3166008,-40.6172997,2.7166008
4450,a0x-21.6,0,-21.6,40.7359009,-22.2908993,-40.7359009,0.6908993
4451,a3.6x-21.6,3.6,-21.6,44.4935989,-20.0991001,-40.8935989,-1.5008999
4452,a7.2x-21.6,7.2,-21.6,48.5083008,-17.6026001,-41.3083008,-3.9973999
4453,a10.8x-21.6,10.8,-21.6,53.0351982,-14.5585003,-42.2351982,-7.0414997
4454,a14.4x-21.6,14.4,-21.6,55.0844002,-12.1386003,-40.6844002,-9.4613997
4455,a18x-21.6,18,-21.6,55.347599,-11.5813999,-37.347599,-10.0186001
4456,a21.6x-21.6,21.6,-21.6,55.4445992,-11.3130999,-33.8445992,-10.2869001
4457,a25.2x-21.6,25.2,-21.6,55.5470009,-11.0052004,-30.3470009,-10.5947996
4458,a28.8x-21.6,28.8,-21.6,55.6711998,-10.6978998,-26.8711998,-10.9021002
4459,a32.4x-21.6,32.4,-21.6,55.7902985,-10.4148998,-23.3902985,-11.1851002
4460,a36x-21.6,36,-21.6,56.3455009,-10.3807001,-20.3455009,-11.2192999
4461,a39.6x-21.6,39.6,-21.6,59.0387993,-11.3185997,-19.4387993,-10.2814003
4462,a43.2x-21.6,43.2,-21.6,62.2742996,-12.2945004,-19.0742996,-9.3054996
4463,a46.8x-21.6,46.8,-21.6,63.4908981,-12.5306997,-16.6908981,-9.0693003
4464,a50.4x-21.6,50.4,-21.6,65.6684036,-13.4188995,-15.2684036,-8.1811005
4465,a54x-21.6,54,-21.6,69.3119965,-14.5993996,-15.3119965,-7.0006004
4466,a57.6x-21.6,57.6,-21.6,72.6399002,-15.25,-15.0399002,-6.35
4467,a61.2x-21.6,61.2,-21.6,75.719902,-15.6545,-14.519902,-5.9455
4468,a64.8x-21.6,64.8,-21.6,78.7554016,-15.9307003,-13.9554016,-5.6692997
4469,a68.4x-21.6,68.4,-21.6,81.8361969,-16.1336994,-13.4361969,-5.4663006
4470,a72x-21.6,72,-21.6,84.8442993,-16.2875004,-12.8442993,-5.3124996
4471,a75.6x-21.6,75.6,-21.6,87.8469009,-16.4174004,-12.2469009,-5.1825996
4472,a79.2x-21.6,79.2,-21.6,90.8668976,-16.5345993,-11.6668976,-5.0654007
4473,a82.8x-21.6,82.8,-21.6,93.8636017,-16.6474991,-11.0636017,-4.9525009
4474,a86.4x-21.6,86.4,-21.6,96.8895035,-16.7658005,-10.4895035,-4.8341995
4475,a90x-21.6,90,-21.6,99.9272995,-16.9085999,-9.9272995,-4.6914001
4476,a93.6x-21.6,93.6,-21.6,102.9800034,-17.0764999,-9.3800034,-4.5235001
4477,a97.2x-21.6,97.2,-21.6,106.1009979,-17.2915993,-8.9009979,-4.3084007
4478,a100.8x-21.6,100.8,-21.6,109.2919998,-17.5937996,-8.4919998,-4.0062004
4479,a104.4x-21.6,104.4,-21.6,112.5899963,-18.0524006,-8.1899963,-3.5475994
4480,a108x-21.6,108,-21.6,116.1549988,-18.7765007,-8.1549988,-2.8234993
4481,a111.6x-21.6,111.6,-21.6,120.3259964,-20.0802002,-8.7259964,-1.5197998
4482,a115.2x-21.6,115.2,-21.6,125.3659973,-22.4101009,-10.1659973,0.8101009
4483,a118.8x-21.6,118.8,-21.6,127.5490036,-22.9955006,-8.7490036,1.3955006
4484,a122.4x-21.6,122.4,-21.6,128.9179993,-22.8069992,-6.5179993,1.2069992
4485,a126x-21.6,126,-21.6,129.9589996,-22.4717007,-3.9589996,0.8717007
4486,a129.6x-21.6,129.6,-21.6,130.6790009,-22.3304996,-1.0790009,0.7304996
4487,a133.2x-21.6,133.2,-21.6,131.7109985,-22.7628002,1.4890015,1.1628002
4488,a136.8x-21.6,136.8,-21.6,133.4880066,-23.3897991,3.3119934,1.7897991
4489,a140.4x-21.6,140.4,-21.6,134.3560028,-23.6742001,6.0439972,2.0742001
4490,a144x-21.6,144,-21.6,134.9750061,-23.9351006,9.0249939,2.3351006
4491,a147.6x-21.6,147.6,-21.6,135.9309998,-24.3932991,11.6690002,2.7932991
4492,a151.2x-21.6,151.2,-21.6,139.0039978,-23.8516006,12.1960022,2.2516006
4493,a154.8x-21.6,154.8,-21.6,144.2929993,-22.5785007,10.5070007,0.9785007
4494,a158.4x-21.6,158.4,-21.6,148.8139954,-22.1355,9.5860046,0.5355
4495,a162x-21.6,162,-21.6,153.1009979,-21.9776993,8.8990021,0.3776993
4496,a165.6x-21.6,165.6,-21.6,156.9940033,-21.9375,8.6059967,0.3375
4497,a169.2x-21.6,169.2,-21.6,160.9019928,-21.9395008,8.2980072,0.3395008
4498,a172.8x-21.6,172.8,-21.6,164.8439941,-21.9442997,7.9560059,0.3442997
4499,a176.4x-21.6,176.4,-21.6,168.7079926,-21.9309998,7.6920074,0.3309998
4500,a-180x-18,-180,-18,-183.348999,-35.476799,3.348999,17.476799
4501,a-176.4x-18,-176.4,-18,-179.6549988,-36.3137016,3.2549988,18.3137016
4502,a-172.8x-18,-172.8,-18,-175.9109955,-37.1960983,3.1109955,19.1960983
4503,a-169.2x-18,-169.2,-18,-172.1130066,-38.1114006,2.9130066,20.1114006
4504,a-165.6x-18,-165.6,-18,-168.2460022,-39.0586014,2.6460022,21.0586014
4505,a-162x-18,-162,-18,-164.3209991,-40.0405998,2.3209991,22.0405998
4506,a-158.4x-18,-158.4,-18,-160.3269958,-41.0546989,1.9269958,23.0546989
4507,a-154.8x-18,-154.8,-18,-156.2720032,-42.0603981,1.4720032,24.0603981
4508,a-151.2x-18,-151.2,-18,-152.1309967,-43.1305008,0.9309967,25.1305008
4509,a-147.6x-18,-147.6,-18,-147.9279938,-44.1898003,0.3279938,26.1898003
4510,a-144x-18,-144,-18,-143.6239929,-45.2778015,-0.3760071,27.2778015
4511,a-140.4x-18,-140.4,-18,-139.223999,-46.3642998,-1.176001,28.3642998
4512,a-136.8x-18,-136.8,-18,-134.7259979,-47.4471016,-2.0740021,29.4471016
4513,a-133.2x-18,-133.2,-18,-130.1190033,-48.5247993,-3.0809967,30.5247993
4514,a-129.6x-18,-129.6,-18,-125.401001,-49.5744019,-4.198999,31.5744019
4515,a-126x-18,-126,-18,-120.5889969,-50.5144005,-5.4110031,32.5144005
4516,a-122.4x-18,-122.4,-18,-115.4789963,-51.3470993,-6.9210037,33.3470993
4517,a-118.8x-18,-118.8,-18,-110.0309982,-52.0629997,-8.7690018,34.0629997
4518,a-115.2x-18,-115.2,-18,-104.7689972,-52.9445992,-10.4310028,34.9445992
4519,a-111.6x-18,-111.6,-18,-99.532402,-53.6945,-12.067598,35.6945
4520,a-108x-18,-108,-18,-94.1634979,-54.3007011,-13.8365021,36.3007011
4521,a-104.4x-18,-104.4,-18,-88.6725998,-54.8442001,-15.7274002,36.8442001
4522,a-100.8x-18,-100.8,-18,-83.0360031,-55.3306999,-17.7639969,37.3306999
4523,a-97.2x-18,-97.2,-18,-77.2358017,-55.7276993,-19.9641983,37.7276993
4524,a-93.6x-18,-93.6,-18,-71.1445007,-56.1649017,-22.4554993,38.1649017
4525,a-90x-18,-90,-18,-64.5186996,-56.5513,-25.4813004,38.5513
4526,a-86.4x-18,-86.4,-18,-57.2024002,-56.9337006,-29.1975998,38.9337006
4527,a-82.8x-18,-82.8,-18,-48.8502007,-56.9138985,-33.9497993,38.9138985
4528,a-79.2x-18,-79.2,-18,-39.2941017,-56.1218987,-39.9058983,38.1218987
4529,a-75.6x-18,-75.6,-18,-28.6081009,-53.0952988,-46.9918991,35.0952988
4530,a-72x-18,-72,-18,-21.9988995,-49.2652016,-50.0011005,31.2652016
4531,a-68.4x-18,-68.4,-18,-20.7523994,-48.4622002,-47.6476006,30.4622002
4532,a-64.8x-18,-64.8,-18,-20.4591007,-48.1351013,-44.3408993,30.1351013
4533,a-61.2x-18,-61.2,-18,-20.2355003,-47.8434982,-40.9644997,29.8434982
4534,a-57.6x-18,-57.6,-18,-19.6114006,-47.2916985,-37.9885994,29.2916985
4535,a-54x-18,-54,-18,-18.0048008,-46.5499001,-35.9951992,28.5499001
4536,a-50.4x-18,-50.4,-18,-16.6214008,-45.5719986,-33.7785992,27.5719986
4537,a-46.8x-18,-46.8,-18,-14.4835997,-44.3264999,-32.3164003,26.3264999
4538,a-43.2x-18,-43.2,-18,-12.5380001,-43.1814995,-30.6619999,25.1814995
4539,a-39.6x-18,-39.6,-18,-9.3723898,-41.7396011,-30.2276102,23.7396011
4540,a-36x-18,-36,-18,-2.02824,-38.9439011,-33.97176,20.9439011
4541,a-32.4x-18,-32.4,-18,4.3117199,-36.6815987,-36.7117199,18.6815987
4542,a-28.8x-18,-28.8,-18,9.7054996,-34.3950005,-38.5054996,16.3950005
4543,a-25.2x-18,-25.2,-18,14.5418997,-32.1618004,-39.7418997,14.1618004
4544,a-21.6x-18,-21.6,-18,19.0097008,-30.0345993,-40.6097008,12.0345993
4545,a-18x-18,-18,-18,23.2327995,-27.9703007,-41.2327995,9.9703007
4546,a-14.4x-18,-14.4,-18,27.2852001,-25.9300003,-41.6852001,7.9300003
4547,a-10.8x-18,-10.8,-18,31.1928997,-23.9262009,-41.9928997,5.9262009
4548,a-7.2x-18,-7.2,-18,34.9934998,-21.9493008,-42.1934998,3.9493008
4549,a-3.6x-18,-3.6,-18,38.7541008,-19.9363995,-42.3541008,1.9363995
4550,a0x-18,0,-18,42.5592003,-17.8638992,-42.5592003,-0.1361008
4551,a3.6x-18,3.6,-18,46.3586998,-15.7005997,-42.7586998,-2.2994003
4552,a7.2x-18,7.2,-18,50.3605003,-13.3809004,-43.1605003,-4.6190996
4553,a10.8x-18,10.8,-18,54.6829987,-11.0431995,-43.8829987,-6.9568005
4554,a14.4x-18,14.4,-18,55.544899,-10.0404997,-41.144899,-7.9595003
4555,a18x-18,18,-18,55.7756996,-9.4914904,-37.7756996,-8.5085096
4556,a21.6x-18,21.6,-18,56.0172005,-8.8333902,-34.4172005,-9.1666098
4557,a25.2x-18,25.2,-18,56.2843018,-8.1479502,-31.0843018,-9.8520498
4558,a28.8x-18,28.8,-18,56.4542007,-7.5202699,-27.6542007,-10.4797301
4559,a32.4x-18,32.4,-18,56.6791992,-6.4280801,-24.2791992,-11.5719199
4560,a36x-18,36,-18,56.9618988,-5.7088099,-20.9618988,-12.2911901
4561,a39.6x-18,39.6,-18,57.9443016,-7.1048398,-18.3443016,-10.8951602
4562,a43.2x-18,43.2,-18,61.9380989,-9.6896601,-18.7380989,-8.3103399
4563,a46.8x-18,46.8,-18,63.553299,-10.2854004,-16.753299,-7.7145996
4564,a50.4x-18,50.4,-18,65.009201,-10.0925999,-14.609201,-7.9074001
4565,a54x-18,54,-18,68.8956985,-10.7698002,-14.8956985,-7.2301998
4566,a57.6x-18,57.6,-18,72.3534012,-11.2164001,-14.7534012,-6.7835999
4567,a61.2x-18,61.2,-18,75.5214005,-11.5037003,-14.3214005,-6.4962997
4568,a64.8x-18,64.8,-18,78.6218033,-11.7152996,-13.8218033,-6.2847004
4569,a68.4x-18,68.4,-18,81.7200012,-11.8807001,-13.3200012,-6.1192999
4570,a72x-18,72,-18,84.7535019,-12.0139999,-12.7535019,-5.9860001
4571,a75.6x-18,75.6,-18,87.7595978,-12.1191998,-12.1595978,-5.8808002
4572,a79.2x-18,79.2,-18,90.7712021,-12.2243004,-11.5712021,-5.7756996
4573,a82.8x-18,82.8,-18,93.7602997,-12.3434,-10.9602997,-5.6566
4574,a86.4x-18,86.4,-18,96.7666016,-12.4733,-10.3666016,-5.5267
4575,a90x-18,90,-18,99.7693024,-12.6429005,-9.7693024,-5.3570995
4576,a93.6x-18,93.6,-18,102.7789993,-12.8353004,-9.1789993,-5.1646996
4577,a97.2x-18,97.2,-18,105.8410034,-13.0937004,-8.6410034,-4.9062996
4578,a100.8x-18,100.8,-18,108.9059982,-13.4699001,-8.1059982,-4.5300999
4579,a104.4x-18,104.4,-18,112.0299988,-14.0304003,-7.6299988,-3.9695997
4580,a108x-18,108,-18,115.2959976,-14.8712997,-7.2959976,-3.1287003
4581,a111.6x-18,111.6,-18,118.7190018,-16.1732998,-7.1190018,-1.8267002
4582,a115.2x-18,115.2,-18,122.3519974,-18.0298996,-7.1519974,0.0298996
4583,a118.8x-18,118.8,-18,126.1989975,-20.6819,-7.3989975,2.6819
4584,a122.4x-18,122.4,-18,129.0469971,-22.2581997,-6.6469971,4.2581997
4585,a126x-18,126,-18,130.0119934,-22.2122993,-4.0119934,4.2122993
4586,a129.6x-18,129.6,-18,130.5559998,-22.0706005,-0.9559998,4.0706005
4587,a133.2x-18,133.2,-18,131.2100067,-22.2971001,1.9899933,4.2971001
4588,a136.8x-18,136.8,-18,132.7749939,-22.9874001,4.0250061,4.9874001
4589,a140.4x-18,140.4,-18,134.1660004,-23.2977009,6.2339996,5.2977009
4590,a144x-18,144,-18,134.7400055,-23.2362995,9.2599945,5.2362995
4591,a147.6x-18,147.6,-18,136.6470032,-22.3078995,10.9529968,4.3078995
4592,a151.2x-18,151.2,-18,140.9839935,-20.3992004,10.2160065,2.3992004
4593,a154.8x-18,154.8,-18,145.0690002,-19.5018997,9.7309998,1.5018997
4594,a158.4x-18,158.4,-18,149.1609955,-19.0526009,9.2390045,1.0526009
4595,a162x-18,162,-18,153.2079926,-18.8463001,8.7920074,0.8463001
4596,a165.6x-18,165.6,-18,157.1269989,-18.7434006,8.4730011,0.7434006
4597,a169.2x-18,169.2,-18,160.927002,-18.6840992,8.272998,0.6840992
4598,a172.8x-18,172.8,-18,164.8670044,-18.6530991,7.9329956,0.6530991
4599,a176.4x-18,176.4,-18,168.7689972,-18.6210995,7.6310028,0.6210995
4600,a-180x-14.4,-180,-14.4,-184.2050018,-31.7546997,4.2050018,17.3546997
4601,a-176.4x-14.4,-176.4,-14.4,-180.5420074,-32.6236,4.1420074,18.2236
4602,a-172.8x-14.4,-172.8,-14.4,-176.8320007,-33.5497017,4.0320007,19.1497017
4603,a-169.2x-14.4,-169.2,-14.4,-173.0850067,-34.4850998,3.8850067,20.0850998
4604,a-165.6x-14.4,-165.6,-14.4,-169.2420044,-35.4785995,3.6420044,21.0785995
4605,a-162x-14.4,-162,-14.4,-165.3410034,-36.5037994,3.3410034,22.1037994
4606,a-158.4x-14.4,-158.4,-14.4,-161.3699951,-37.5690994,2.9699951,23.1690994
4607,a-154.8x-14.4,-154.8,-14.4,-157.3309937,-38.6376991,2.5309937,24.2376991
4608,a-151.2x-14.4,-151.2,-14.4,-153.2079926,-39.7509003,2.0079926,25.3509003
4609,a-147.6x-14.4,-147.6,-14.4,-149.0050049,-40.8848,1.4050049,26.4848
4610,a-144x-14.4,-144,-14.4,-144.7129974,-42.0343018,0.7129974,27.6343018
4611,a-140.4x-14.4,-140.4,-14.4,-140.3130035,-43.1847,-0.0869965,28.7847
4612,a-136.8x-14.4,-136.8,-14.4,-135.8099976,-44.3555984,-0.9900024,29.9555984
4613,a-133.2x-14.4,-133.2,-14.4,-131.1889954,-45.5074997,-2.0110046,31.1074997
4614,a-129.6x-14.4,-129.6,-14.4,-126.4509964,-46.6365013,-3.1490036,32.2365013
4615,a-126x-14.4,-126,-14.4,-121.5859985,-47.7195015,-4.4140015,33.3195015
4616,a-122.4x-14.4,-122.4,-14.4,-116.4309998,-48.5281982,-5.9690002,34.1281982
4617,a-118.8x-14.4,-118.8,-14.4,-110.8669968,-49.4435997,-7.9330032,35.0435997
4618,a-115.2x-14.4,-115.2,-14.4,-105.5670013,-50.361599,-9.6329987,35.961599
4619,a-111.6x-14.4,-111.6,-14.4,-100.2799988,-51.1679001,-11.3200012,36.7679001
4620,a-108x-14.4,-108,-14.4,-94.8349991,-51.8931007,-13.1650009,37.4931007
4621,a-104.4x-14.4,-104.4,-14.4,-89.2593994,-52.5082016,-15.1406006,38.1082016
4622,a-100.8x-14.4,-100.8,-14.4,-83.5335007,-53.0101013,-17.2664993,38.6101013
4623,a-97.2x-14.4,-97.2,-14.4,-77.6448975,-53.551899,-19.5551025,39.151899
