FID,index,x,y,dx,dy,,
808,a-151.2x-151.2,-151.2,-151.2,-141.5809937,-156.0279999,-9.6190063,4.8279999
809,a-147.6x-151.2,-147.6,-151.2,-137.7619934,-155.9440002,-9.8380066,4.7440002
810,a-144x-151.2,-144,-151.2,-133.9459991,-155.8500061,-10.0540009,4.6500061
811,a-140.4x-151.2,-140.4,-151.2,-130.1309967,-155.7429962,-10.2690033,4.5429962
812,a-136.8x-151.2,-136.8,-151.2,-126.3190002,-155.6329956,-10.4809998,4.4329956
813,a-133.2x-151.2,-133.2,-151.2,-122.5110016,-155.5269928,-10.6889984,4.3269928
814,a-129.6x-151.2,-129.6,-151.2,-118.7089996,-155.4069977,-10.8910004,4.2069977
815,a-126x-151.2,-126,-151.2,-114.9079971,-155.2810059,-11.0920029,4.0810059
816,a-122.4x-151.2,-122.4,-151.2,-111.1039963,-155.1609955,-11.2960037,3.9609955
817,a-118.8x-151.2,-118.8,-151.2,-107.2860031,-155.026001,-11.5139969,3.826001
818,a-115.2x-151.2,-115.2,-151.2,-103.4830017,-154.8760071,-11.7169983,3.6760071
819,a-111.6x-151.2,-111.6,-151.2,-99.697197,-154.7230072,-11.902803,3.5230072
820,a-108x-151.2,-108,-151.2,-95.9156036,-154.5659943,-12.0843964,3.3659943
821,a-104.4x-151.2,-104.4,-151.2,-92.1389008,-154.401001,-12.2610992,3.201001
822,a-100.8x-151.2,-100.8,-151.2,-88.3677979,-154.2359924,-12.4322021,3.0359924
823,a-97.2x-151.2,-97.2,-151.2,-84.5998001,-154.0639954,-12.6001999,2.8639954
824,a-93.6x-151.2,-93.6,-151.2,-80.8350983,-153.8809967,-12.7649017,2.6809967
825,a-90x-151.2,-90,-151.2,-77.0742035,-153.6950073,-12.9257965,2.4950073
826,a-86.4x-151.2,-86.4,-151.2,-73.3153992,-153.4600067,-13.0846008,2.2600067
827,a-82.8x-151.2,-82.8,-151.2,-69.572197,-153.2579956,-13.227803,2.0579956
828,a-79.2x-151.2,-79.2,-151.2,-65.8312988,-153.0610046,-13.3687012,1.8610046
829,a-75.6x-151.2,-75.6,-151.2,-62.0922012,-152.8439941,-13.5077988,1.6439941
830,a-72x-151.2,-72,-151.2,-58.360199,-152.6190033,-13.639801,1.4190033
831,a-68.4x-151.2,-68.4,-151.2,-54.6380997,-152.3829956,-13.7619003,1.1829956
832,a-64.8x-151.2,-64.8,-151.2,-50.9239006,-152.1390076,-13.8760994,0.9390076
833,a-61.2x-151.2,-61.2,-151.2,-47.2158012,-151.8880005,-13.9841988,0.6880005
834,a-57.6x-151.2,-57.6,-151.2,-43.5153999,-151.625,-14.0846001,0.425
835,a-54x-151.2,-54,-151.2,-39.8254013,-151.3589935,-14.1745987,0.1589935
836,a-50.4x-151.2,-50.4,-151.2,-36.1469002,-151.0890045,-14.2530998,-0.1109955
837,a-46.8x-151.2,-46.8,-151.2,-32.4790001,-150.8029938,-14.3209999,-0.3970062
838,a-43.2x-151.2,-43.2,-151.2,-28.8220997,-150.5110016,-14.3779003,-0.6889984
839,a-39.6x-151.2,-39.6,-151.2,-25.1774006,-150.2200012,-14.4225994,-0.9799988
840,a-36x-151.2,-36,-151.2,-21.5450001,-149.9210052,-14.4549999,-1.2789948
841,a-32.4x-151.2,-32.4,-151.2,-17.9300003,-149.6130066,-14.4699997,-1.5869934
842,a-28.8x-151.2,-28.8,-151.2,-14.3269997,-149.2980042,-14.4730003,-1.9019958
843,a-25.2x-151.2,-25.2,-151.2,-10.7398005,-148.9759979,-14.4601995,-2.2240021
844,a-21.6x-151.2,-21.6,-151.2,-7.1677198,-148.6600037,-14.4322802,-2.5399963
845,a-18x-151.2,-18,-151.2,-3.61168,-148.3399963,-14.38832,-2.8600037
846,a-14.4x-151.2,-14.4,-151.2,-0.0712607,-148.0169983,-14.3287393,-3.1830017
847,a-10.8x-151.2,-10.8,-151.2,3.4525001,-147.6929932,-14.2525001,-3.5070068
848,a-7.2x-151.2,-7.2,-151.2,6.9604702,-147.371994,-14.1604702,-3.828006
849,a-3.6x-151.2,-3.6,-151.2,10.4518003,-147.0480042,-14.0518003,-4.1519958
850,a0x-151.2,0,-151.2,13.9281998,-146.727005,-13.9281998,-4.472995
851,a3.6x-151.2,3.6,-151.2,17.3875999,-146.4210052,-13.7875999,-4.7789948
852,a7.2x-151.2,7.2,-151.2,20.8321991,-146.1230011,-13.6321991,-5.0769989
853,a10.8x-151.2,10.8,-151.2,24.2625999,-145.8240051,-13.4625999,-5.3759949
854,a14.4x-151.2,14.4,-151.2,27.6791992,-145.526001,-13.2791992,-5.673999
855,a18x-151.2,18,-151.2,31.0813999,-145.2389984,-13.0813999,-5.9610016
856,a21.6x-151.2,21.6,-151.2,34.4678001,-144.9640045,-12.8678001,-6.2359955
857,a25.2x-151.2,25.2,-151.2,37.843399,-144.6940002,-12.643399,-6.5059998
858,a28.8x-151.2,28.8,-151.2,41.2080994,-144.4279938,-12.4080994,-6.7720062
859,a32.4x-151.2,32.4,-151.2,44.5584984,-144.173996,-12.1584984,-7.026004
860,a36x-151.2,36,-151.2,47.8977013,-143.9279938,-11.8977013,-7.2720062
861,a39.6x-151.2,39.6,-151.2,51.2285995,-143.6990051,-11.6285995,-7.5009949
862,a43.2x-151.2,43.2,-151.2,54.5495987,-143.4799957,-11.3495987,-7.7200043
863,a46.8x-151.2,46.8,-151.2,57.8597984,-143.2669983,-11.0597984,-7.9330017
864,a50.4x-151.2,50.4,-151.2,61.1619987,-143.0659943,-10.7619987,-8.1340057
865,a54x-151.2,54,-151.2,64.456398,-142.8829956,-10.456398,-8.3170044
866,a57.6x-151.2,57.6,-151.2,67.7434006,-142.7120056,-10.1434006,-8.4879944
867,a61.2x-151.2,61.2,-151.2,71.0226974,-142.5529938,-9.8226974,-8.6470062
868,a64.8x-151.2,64.8,-151.2,74.2986984,-142.4029999,-9.4986984,-8.7970001
869,a68.4x-151.2,68.4,-151.2,77.5675964,-142.2619934,-9.1675964,-8.9380066
870,a72x-151.2,72,-151.2,80.8291016,-142.1360016,-8.8291016,-9.0639984
871,a75.6x-151.2,75.6,-151.2,84.0878983,-142.026001,-8.4878983,-9.173999
872,a79.2x-151.2,79.2,-151.2,87.3460999,-141.9279938,-8.1460999,-9.2720062
873,a82.8x-151.2,82.8,-151.2,90.5992966,-141.8410034,-7.7992966,-9.3589966
874,a86.4x-151.2,86.4,-151.2,93.8479004,-141.7660065,-7.4479004,-9.4339935
875,a90x-151.2,90,-151.2,97.0942001,-141.7039948,-7.0942001,-9.4960052
876,a93.6x-151.2,93.6,-151.2,100.3430023,-141.6580048,-6.7430023,-9.5419952
877,a97.2x-151.2,97.2,-151.2,103.5920029,-141.6260071,-6.3920029,-9.5739929
878,a100.8x-151.2,100.8,-151.2,106.8359985,-141.6080017,-6.0359985,-9.5919983
879,a104.4x-151.2,104.4,-151.2,110.0830002,-141.6040039,-5.6830002,-9.5959961
880,a108x-151.2,108,-151.2,113.3320007,-141.6139984,-5.3320007,-9.5860016
881,a111.6x-151.2,111.6,-151.2,116.5849991,-141.6380005,-4.9849991,-9.5619995
882,a115.2x-151.2,115.2,-151.2,119.8410034,-141.6750031,-4.6410034,-9.5249969
883,a118.8x-151.2,118.8,-151.2,123.0979996,-141.7250061,-4.2979996,-9.4749939
884,a122.4x-151.2,122.4,-151.2,126.3619995,-141.7879944,-3.9619995,-9.4120056
885,a126x-151.2,126,-151.2,129.6340027,-141.8670044,-3.6340027,-9.3329956
886,a129.6x-151.2,129.6,-151.2,132.9109955,-141.9539948,-3.3109955,-9.2460052
887,a133.2x-151.2,133.2,-151.2,136.1950073,-142.0570068,-2.9950073,-9.1429932
888,a136.8x-151.2,136.8,-151.2,139.4900055,-142.1750031,-2.6900055,-9.0249969
889,a140.4x-151.2,140.4,-151.2,142.7920074,-142.3079987,-2.3920074,-8.8920013
890,a144x-151.2,144,-151.2,146.1049957,-142.4450073,-2.1049957,-8.7549927
891,a147.6x-151.2,147.6,-151.2,149.4340057,-142.5850067,-1.8340057,-8.6149933
892,a151.2x-151.2,151.2,-151.2,152.7720032,-142.7369995,-1.5720032,-8.4630005
893,a154.8x-151.2,154.8,-151.2,156.1170044,-142.9049988,-1.3170044,-8.2950012
894,a158.4x-151.2,158.4,-151.2,159.4799957,-143.0820007,-1.0799957,-8.1179993
895,a162x-151.2,162,-151.2,162.8670044,-143.2579956,-0.8670044,-7.9420044
896,a165.6x-151.2,165.6,-151.2,166.2599945,-143.4349976,-0.6599945,-7.7650024
897,a169.2x-151.2,169.2,-151.2,169.6560059,-143.6139984,-0.4560059,-7.5860016
898,a172.8x-151.2,172.8,-151.2,173.0769958,-143.798996,-0.2769958,-7.401004
899,a176.4x-151.2,176.4,-151.2,176.5240021,-143.9850006,-0.1240021,-7.2149994
900,a-180x-147.6,-180,-147.6,-172.1799927,-153.1419983,-7.8200073,5.5419983
901,a-176.4x-147.6,-176.4,-147.6,-168.3399963,-153.1080017,-8.0600037,5.5080017
902,a-172.8x-147.6,-172.8,-147.6,-164.4980011,-153.0639954,-8.3019989,5.4639954
903,a-169.2x-147.6,-169.2,-147.6,-160.6580048,-153.0119934,-8.5419952,5.4119934
904,a-165.6x-147.6,-165.6,-147.6,-156.8200073,-152.9559937,-8.7799927,5.3559937
905,a-162x-147.6,-162,-147.6,-152.9839935,-152.8919983,-9.0160065,5.2919983
906,a-158.4x-147.6,-158.4,-147.6,-149.1490021,-152.822998,-9.2509979,5.222998
907,a-154.8x-147.6,-154.8,-147.6,-145.3159943,-152.7409973,-9.4840057,5.1409973
908,a-151.2x-147.6,-151.2,-147.6,-141.4859924,-152.6600037,-9.7140076,5.0600037
909,a-147.6x-147.6,-147.6,-147.6,-137.6609955,-152.5679932,-9.9390045,4.9679932
910,a-144x-147.6,-144,-147.6,-133.8390045,-152.4700012,-10.1609955,4.8700012
911,a-140.4x-147.6,-140.4,-147.6,-130.0169983,-152.3639984,-10.3830017,4.7639984
912,a-136.8x-147.6,-136.8,-147.6,-126.197998,-152.2510071,-10.602002,4.6510071
913,a-133.2x-147.6,-133.2,-147.6,-122.3850021,-152.1360016,-10.8149979,4.5360016
914,a-129.6x-147.6,-129.6,-147.6,-118.5749969,-152.0110016,-11.0250031,4.4110016
915,a-126x-147.6,-126,-147.6,-114.7669983,-151.8670044,-11.2330017,4.2670044
916,a-122.4x-147.6,-122.4,-147.6,-110.9530029,-151.6799927,-11.4469971,4.0799927
917,a-118.8x-147.6,-118.8,-147.6,-107.1259995,-151.5399933,-11.6740005,3.9399933
918,a-115.2x-147.6,-115.2,-147.6,-103.3209991,-151.4369965,-11.8790009,3.8369965
919,a-111.6x-147.6,-111.6,-147.6,-99.531601,-151.2920074,-12.068399,3.6920074
920,a-108x-147.6,-108,-147.6,-95.7438965,-151.1340027,-12.2561035,3.5340027
921,a-104.4x-147.6,-104.4,-147.6,-91.959198,-150.973999,-12.440802,3.373999
922,a-100.8x-147.6,-100.8,-147.6,-88.1820984,-150.7870026,-12.6179016,3.1870026
923,a-97.2x-147.6,-97.2,-147.6,-84.4076004,-150.6060028,-12.7923996,3.0060028
924,a-93.6x-147.6,-93.6,-147.6,-80.6365967,-150.4219971,-12.9634033,2.8219971
925,a-90x-147.6,-90,-147.6,-76.8697968,-150.2160034,-13.1302032,2.6160034
926,a-86.4x-147.6,-86.4,-147.6,-73.111702,-150.0619965,-13.288298,2.4619965
927,a-82.8x-147.6,-82.8,-147.6,-69.3519974,-149.8509979,-13.4480026,2.2509979
928,a-79.2x-147.6,-79.2,-147.6,-65.6006012,-149.6150055,-13.5993988,2.0150055
929,a-75.6x-147.6,-75.6,-147.6,-61.8541985,-149.3809967,-13.7458015,1.7809967
930,a-72x-147.6,-72,-147.6,-58.1147995,-149.1450043,-13.8852005,1.5450043
931,a-68.4x-147.6,-68.4,-147.6,-54.3841019,-148.8999939,-14.0158981,1.2999939
932,a-64.8x-147.6,-64.8,-147.6,-50.6618004,-148.6410065,-14.1381996,1.0410065
933,a-61.2x-147.6,-61.2,-147.6,-46.9458008,-148.3849945,-14.2541992,0.7849945
934,a-57.6x-147.6,-57.6,-147.6,-43.2369995,-148.121994,-14.3630005,0.521994
935,a-54x-147.6,-54,-147.6,-39.537899,-147.8399963,-14.462101,0.2399963
936,a-50.4x-147.6,-50.4,-147.6,-35.8502007,-147.5500031,-14.5497993,-0.0499969
937,a-46.8x-147.6,-46.8,-147.6,-32.1749001,-147.2590027,-14.6250999,-0.3409973
938,a-43.2x-147.6,-43.2,-147.6,-28.5102997,-146.9499969,-14.6897003,-0.6500031
939,a-39.6x-147.6,-39.6,-147.6,-24.8586006,-146.6360016,-14.7413994,-0.9639984
940,a-36x-147.6,-36,-147.6,-21.2196999,-146.3240051,-14.7803001,-1.2759949
941,a-32.4x-147.6,-32.4,-147.6,-17.5990009,-146.0019989,-14.8009991,-1.5980011
942,a-28.8x-147.6,-28.8,-147.6,-13.9920998,-145.6790009,-14.8079002,-1.9209991
943,a-25.2x-147.6,-25.2,-147.6,-10.4007998,-145.3450012,-14.7992002,-2.2549988
944,a-21.6x-147.6,-21.6,-147.6,-6.8262901,-145.0079956,-14.7737099,-2.5920044
945,a-18x-147.6,-18,-147.6,-3.26843,-144.6719971,-14.73157,-2.9280029
946,a-14.4x-147.6,-14.4,-147.6,0.272446,-144.3370056,-14.672446,-3.2629944
947,a-10.8x-147.6,-10.8,-147.6,3.79598,-143.9920044,-14.59598,-3.6079956
948,a-7.2x-147.6,-7.2,-147.6,7.30233,-143.6499939,-14.50233,-3.9500061
949,a-3.6x-147.6,-3.6,-147.6,10.7910004,-143.3170013,-14.3910004,-4.2829987
950,a0x-147.6,0,-147.6,14.2637997,-142.9819946,-14.2637997,-4.6180054
951,a3.6x-147.6,3.6,-147.6,17.7185993,-142.6519928,-14.1185993,-4.9480072
952,a7.2x-147.6,7.2,-147.6,21.1583004,-142.3359985,-13.9583004,-5.2640015
953,a10.8x-147.6,10.8,-147.6,24.5818996,-142.0279999,-13.7818996,-5.5720001
954,a14.4x-147.6,14.4,-147.6,27.9911003,-141.7120056,-13.5911003,-5.8879944
955,a18x-147.6,18,-147.6,31.3857994,-141.401001,-13.3857994,-6.198999
956,a21.6x-147.6,21.6,-147.6,34.7635994,-141.1049957,-13.1635994,-6.4950043
957,a25.2x-147.6,25.2,-147.6,38.1301003,-140.8220062,-12.9301003,-6.7779938
958,a28.8x-147.6,28.8,-147.6,41.4826012,-140.5509949,-12.6826012,-7.0490051
959,a32.4x-147.6,32.4,-147.6,44.8255005,-140.2850037,-12.4255005,-7.3149963
960,a36x-147.6,36,-147.6,48.1539001,-140.029007,-12.1539001,-7.570993
961,a39.6x-147.6,39.6,-147.6,51.4721985,-139.7940063,-11.8721985,-7.8059937
962,a43.2x-147.6,43.2,-147.6,54.7817993,-139.5720062,-11.5817993,-8.0279938
963,a46.8x-147.6,46.8,-147.6,58.0806999,-139.3529968,-11.2806999,-8.2470032
964,a50.4x-147.6,50.4,-147.6,61.3699989,-139.1410065,-10.9699989,-8.4589935
965,a54x-147.6,54,-147.6,64.6520004,-138.9440002,-10.6520004,-8.6559998
966,a57.6x-147.6,57.6,-147.6,67.9268036,-138.7610016,-10.3268036,-8.8389984
967,a61.2x-147.6,61.2,-147.6,71.1924973,-138.5939941,-9.9924973,-9.0060059
968,a64.8x-147.6,64.8,-147.6,74.4545975,-138.4409943,-9.6545975,-9.1590057
969,a68.4x-147.6,68.4,-147.6,77.7109985,-138.2980042,-9.3109985,-9.3019958
970,a72x-147.6,72,-147.6,80.9593964,-138.1670074,-8.9593964,-9.4329926
971,a75.6x-147.6,75.6,-147.6,84.2042999,-138.0529938,-8.6042999,-9.5470062
972,a79.2x-147.6,79.2,-147.6,87.4485016,-137.9530029,-8.2485016,-9.6469971
973,a82.8x-147.6,82.8,-147.6,90.6878967,-137.8659973,-7.8878967,-9.7340027
974,a86.4x-147.6,86.4,-147.6,93.9222031,-137.7890015,-7.5222031,-9.8109985
975,a90x-147.6,90,-147.6,97.1546021,-137.7220001,-7.1546021,-9.8779999
976,a93.6x-147.6,93.6,-147.6,100.3889999,-137.6730042,-6.7889999,-9.9269958
977,a97.2x-147.6,97.2,-147.6,103.6230011,-137.6380005,-6.4230011,-9.9619995
978,a100.8x-147.6,100.8,-147.6,106.8529968,-137.6179962,-6.0529968,-9.9820038
979,a104.4x-147.6,104.4,-147.6,110.0849991,-137.6119995,-5.6849991,-9.9880005
980,a108x-147.6,108,-147.6,113.3199997,-137.628006,-5.3199997,-9.971994
981,a111.6x-147.6,111.6,-147.6,116.5589981,-137.6569977,-4.9589981,-9.9430023
982,a115.2x-147.6,115.2,-147.6,119.8000031,-137.697998,-4.6000031,-9.902002
983,a118.8x-147.6,118.8,-147.6,123.0429993,-137.7539978,-4.2429993,-9.8460022
984,a122.4x-147.6,122.4,-147.6,126.2929993,-137.8240051,-3.8929993,-9.7759949
985,a126x-147.6,126,-147.6,129.552002,-137.9140015,-3.552002,-9.6859985
986,a129.6x-147.6,129.6,-147.6,132.8150024,-138.0099945,-3.2150024,-9.5900055
987,a133.2x-147.6,133.2,-147.6,136.0870056,-138.1230011,-2.8870056,-9.4769989
988,a136.8x-147.6,136.8,-147.6,139.3690033,-138.2519989,-2.5690033,-9.3480011
989,a140.4x-147.6,140.4,-147.6,142.6589966,-138.3959961,-2.2589966,-9.2040039
990,a144x-147.6,144,-147.6,145.9620056,-138.5460052,-1.9620056,-9.0539948
991,a147.6x-147.6,147.6,-147.6,149.2810059,-138.7039948,-1.6810059,-8.8960052
992,a151.2x-147.6,151.2,-147.6,152.6100006,-138.871994,-1.4100006,-8.728006
993,a154.8x-147.6,154.8,-147.6,155.9470062,-139.052002,-1.1470062,-8.547998
994,a158.4x-147.6,158.4,-147.6,159.3029938,-139.2380066,-0.9029938,-8.3619934
995,a162x-147.6,162,-147.6,162.6860046,-139.4299927,-0.6860046,-8.1700073
996,a165.6x-147.6,165.6,-147.6,166.0749969,-139.628006,-0.4749969,-7.971994
997,a169.2x-147.6,169.2,-147.6,169.4680023,-139.8280029,-0.2680023,-7.7719971
998,a172.8x-147.6,172.8,-147.6,172.8880005,-140.026001,-0.0880005,-7.573999
999,a176.4x-147.6,176.4,-147.6,176.3379974,-140.2259979,0.0620026,-7.3740021
1000,a-180x-144,-180,-144,-172.1399994,-149.7859955,-7.8600006,5.7859955
1001,a-176.4x-144,-176.4,-144,-168.2929993,-149.753006,-8.1070007,5.753006
1002,a-172.8x-144,-172.8,-144,-164.4429932,-149.7079926,-8.3570068,5.7079926
1003,a-169.2x-144,-169.2,-144,-160.595993,-149.6560059,-8.604007,5.6560059
1004,a-165.6x-144,-165.6,-144,-156.7510071,-149.598999,-8.8489929,5.598999
1005,a-162x-144,-162,-144,-152.9080048,-149.5330048,-9.0919952,5.5330048
1006,a-158.4x-144,-158.4,-144,-149.0650024,-149.4629974,-9.3349976,5.4629974
1007,a-154.8x-144,-154.8,-144,-145.2250061,-149.3769989,-9.5749939,5.3769989
1008,a-151.2x-144,-151.2,-144,-141.3890076,-149.2960052,-9.8109924,5.2960052
1009,a-147.6x-144,-147.6,-144,-137.5559998,-149.197998,-10.0440002,5.197998
1010,a-144x-144,-144,-144,-133.727005,-149.0970001,-10.272995,5.0970001
1011,a-140.4x-144,-140.4,-144,-129.8990021,-148.996994,-10.5009979,4.996994
1012,a-136.8x-144,-136.8,-144,-126.0739975,-148.8869934,-10.7260025,4.8869934
1013,a-133.2x-144,-133.2,-144,-122.2539978,-148.7610016,-10.9460022,4.7610016
1014,a-129.6x-144,-129.6,-144,-118.435997,-148.6360016,-11.164003,4.6360016
1015,a-126x-144,-126,-144,-114.6169968,-148.4920044,-11.3830032,4.4920044
1016,a-122.4x-144,-122.4,-144,-110.7990036,-148.3009949,-11.6009964,4.3009949
1017,a-118.8x-144,-118.8,-144,-106.973999,-148.1629944,-11.826001,4.1629944
1018,a-115.2x-144,-115.2,-144,-103.1650009,-148.0529938,-12.0349991,4.0529938
1019,a-111.6x-144,-111.6,-144,-99.3625031,-147.901001,-12.2374969,3.901001
1020,a-108x-144,-108,-144,-95.5662003,-147.7319946,-12.4337997,3.7319946
1021,a-104.4x-144,-104.4,-144,-91.7748032,-147.5579987,-12.6251968,3.5579987
1022,a-100.8x-144,-100.8,-144,-87.9904022,-147.371994,-12.8095978,3.371994
1023,a-97.2x-144,-97.2,-144,-84.210701,-147.1809998,-12.989299,3.1809998
1024,a-93.6x-144,-93.6,-144,-80.4356003,-146.9869995,-13.1643997,2.9869995
1025,a-90x-144,-90,-144,-76.6604004,-146.7740021,-13.3395996,2.7740021
1026,a-86.4x-144,-86.4,-144,-72.8970032,-146.6320038,-13.5029968,2.6320038
1027,a-82.8x-144,-82.8,-144,-69.1200027,-146.4219971,-13.6799973,2.4219971
1028,a-79.2x-144,-79.2,-144,-65.3616028,-146.1609955,-13.8383972,2.1609955
1029,a-75.6x-144,-75.6,-144,-61.6082993,-145.9160004,-13.9917007,1.9160004
1030,a-72x-144,-72,-144,-57.8611984,-145.6699982,-14.1388016,1.6699982
1031,a-68.4x-144,-68.4,-144,-54.1213989,-145.4210052,-14.2786011,1.4210052
1032,a-64.8x-144,-64.8,-144,-50.3899994,-145.1629944,-14.4100006,1.1629944
1033,a-61.2x-144,-61.2,-144,-46.6651993,-144.8939972,-14.5348007,0.8939972
1034,a-57.6x-144,-57.6,-144,-42.9469986,-144.6199951,-14.6530014,0.6199951
1035,a-54x-144,-54,-144,-39.2377014,-144.3280029,-14.7622986,0.3280029
1036,a-50.4x-144,-50.4,-144,-35.5410995,-144.022995,-14.8589005,0.022995
1037,a-46.8x-144,-46.8,-144,-31.8561001,-143.7220001,-14.9438999,-0.2779999
1038,a-43.2x-144,-43.2,-144,-28.1832008,-143.4069977,-15.0167992,-0.5930023
1039,a-39.6x-144,-39.6,-144,-24.5233994,-143.0740051,-15.0766006,-0.9259949
1040,a-36x-144,-36,-144,-20.8782997,-142.7380066,-15.1217003,-1.2619934
1041,a-32.4x-144,-32.4,-144,-17.2502003,-142.3990021,-15.1497997,-1.6009979
1042,a-28.8x-144,-28.8,-144,-13.6381998,-142.0599976,-15.1618002,-1.9400024
1043,a-25.2x-144,-25.2,-144,-10.0424004,-141.7120056,-15.1575996,-2.2879944
1044,a-21.6x-144,-21.6,-144,-6.4649501,-141.3529968,-15.1350499,-2.6470032
1045,a-18x-144,-18,-144,-2.9050801,-140.996994,-15.0949199,-3.003006
1046,a-14.4x-144,-14.4,-144,0.635921,-140.6399994,-15.035921,-3.3600006
1047,a-10.8x-144,-10.8,-144,4.15869,-140.2839966,-14.95869,-3.7160034
1048,a-7.2x-144,-7.2,-144,7.6634402,-139.9250031,-14.8634402,-4.0749969
1049,a-3.6x-144,-3.6,-144,11.1487999,-139.5800018,-14.7487999,-4.4199982
1050,a0x-144,0,-144,14.6176996,-139.2330017,-14.6176996,-4.7669983
1051,a3.6x-144,3.6,-144,18.0685005,-138.8789978,-14.4685005,-5.1210022
1052,a7.2x-144,7.2,-144,21.5020008,-138.5350037,-14.3020008,-5.4649963
1053,a10.8x-144,10.8,-144,24.9183998,-138.2059937,-14.1183998,-5.7940063
1054,a14.4x-144,14.4,-144,28.3197002,-137.8809967,-13.9197002,-6.1190033
1055,a18x-144,18,-144,31.7066994,-137.5559998,-13.7066994,-6.4440002
1056,a21.6x-144,21.6,-144,35.0750999,-137.2429962,-13.4750999,-6.7570038
1057,a25.2x-144,25.2,-144,38.4295006,-136.9440002,-13.2295006,-7.0559998
1058,a28.8x-144,28.8,-144,41.7733994,-136.6629944,-12.9733994,-7.3370056
1059,a32.4x-144,32.4,-144,45.1055984,-136.3880005,-12.7055984,-7.6119995
1060,a36x-144,36,-144,48.4207993,-136.1260071,-12.4207993,-7.8739929
1061,a39.6x-144,39.6,-144,51.7271996,-135.8760071,-12.1271996,-8.1239929
1062,a43.2x-144,43.2,-144,55.0251007,-135.6399994,-11.8251007,-8.3600006
1063,a46.8x-144,46.8,-144,58.3116989,-135.4170074,-11.5116989,-8.5829926
1064,a50.4x-144,50.4,-144,61.5876999,-135.1990051,-11.1876999,-8.8009949
1065,a54x-144,54,-144,64.8564987,-134.9889984,-10.8564987,-9.0110016
1066,a57.6x-144,57.6,-144,68.1176987,-134.7940063,-10.5176987,-9.2059937
1067,a61.2x-144,61.2,-144,71.3697968,-134.6170044,-10.1697968,-9.3829956
1068,a64.8x-144,64.8,-144,74.6179962,-134.4570007,-9.8179962,-9.5429993
1069,a68.4x-144,68.4,-144,77.8604965,-134.3119965,-9.4604965,-9.6880035
1070,a72x-144,72,-144,81.0952988,-134.177002,-9.0952988,-9.822998
1071,a75.6x-144,75.6,-144,84.3252029,-134.0579987,-8.7252029,-9.9420013
1072,a79.2x-144,79.2,-144,87.5548019,-133.9539948,-8.3548019,-10.0460052
1073,a82.8x-144,82.8,-144,90.7798004,-133.8639984,-7.9798004,-10.1360016
1074,a86.4x-144,86.4,-144,93.9990997,-133.7879944,-7.5990997,-10.2120056
1075,a90x-144,90,-144,97.2161026,-133.7230072,-7.2161026,-10.2769928
1076,a93.6x-144,93.6,-144,100.435997,-133.6759949,-6.835997,-10.3240051
1077,a97.2x-144,97.2,-144,103.6549988,-133.6419983,-6.4549988,-10.3580017
1078,a100.8x-144,100.8,-144,106.8700027,-133.6230011,-6.0700027,-10.3769989
1079,a104.4x-144,104.4,-144,110.0859985,-133.6199951,-5.6859985,-10.3800049
1080,a108x-144,108,-144,113.3059998,-133.6369934,-5.3059998,-10.3630066
1081,a111.6x-144,111.6,-144,116.5289993,-133.6690063,-4.9289993,-10.3309937
1082,a115.2x-144,115.2,-144,119.7549973,-133.7149963,-4.5549973,-10.2850037
1083,a118.8x-144,118.8,-144,122.9820023,-133.776001,-4.1820023,-10.223999
1084,a122.4x-144,122.4,-144,126.2170029,-133.8529968,-3.8170029,-10.1470032
1085,a126x-144,126,-144,129.4609985,-133.9470062,-3.4609985,-10.0529938
1086,a129.6x-144,129.6,-144,132.7089996,-134.0540009,-3.1089996,-9.9459991
1087,a133.2x-144,133.2,-144,135.9669952,-134.1779938,-2.7669952,-9.8220062
1088,a136.8x-144,136.8,-144,139.2350006,-134.3159943,-2.4350006,-9.6840057
1089,a140.4x-144,140.4,-144,142.5119934,-134.4680023,-2.1119934,-9.5319977
1090,a144x-144,144,-144,145.8040009,-134.6300049,-1.8040009,-9.3699951
1091,a147.6x-144,147.6,-144,149.1130066,-134.8079987,-1.5130066,-9.1920013
1092,a151.2x-144,151.2,-144,152.4329987,-134.9960022,-1.2329987,-9.0039978
1093,a154.8x-144,154.8,-144,155.7590027,-135.1889954,-0.9590027,-8.8110046
1094,a158.4x-144,158.4,-144,159.1100006,-135.3849945,-0.7100006,-8.6150055
1095,a162x-144,162,-144,162.4869995,-135.5930023,-0.4869995,-8.4069977
1096,a165.6x-144,165.6,-144,165.8710022,-135.8119965,-0.2710022,-8.1880035
1097,a169.2x-144,169.2,-144,169.2610016,-136.0330048,-0.0610016,-7.9669952
1098,a172.8x-144,172.8,-144,172.6840057,-136.2480011,0.1159943,-7.7519989
1099,a176.4x-144,176.4,-144,176.1329956,-136.4649963,0.2670044,-7.5350037
1100,a-180x-140.4,-180,-140.4,-172.1000061,-146.4409943,-7.8999939,6.0409943
1101,a-176.4x-140.4,-176.4,-140.4,-168.2449951,-146.3970032,-8.1550049,5.9970032
1102,a-172.8x-140.4,-172.8,-140.4,-164.3869934,-146.352005,-8.4130066,5.952005
1103,a-169.2x-140.4,-169.2,-140.4,-160.5319977,-146.3000031,-8.6680023,5.9000031
1104,a-165.6x-140.4,-165.6,-140.4,-156.6790009,-146.2380066,-8.9209991,5.8380066
1105,a-162x-140.4,-162,-140.4,-152.8280029,-146.1710052,-9.1719971,5.7710052
